Report Date,Region Name,Grade,Weight Range,Live Wtd Avg Price
05/27/2010,SOUTH CENTRAL,Premium White,All weights,
05/27/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
05/27/2010,NORTH CENTRAL,Premium White,All weights,
05/27/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
05/27/2010,EAST,Premium White,All weights,
05/27/2010,EAST,Breaker (75% lean),All weights,
05/27/2010,WEST,Premium White,All weights,
05/27/2010,WEST,Breaker (75% lean),All weights,
05/27/2010,MIDWEST,Premium White,All weights,
05/27/2010,MIDWEST,Breaker (75% lean),All weights,
05/26/2010,SOUTH CENTRAL,Premium White,All weights,
05/26/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
05/26/2010,NORTH CENTRAL,Premium White,All weights,
05/26/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
05/26/2010,EAST,Premium White,All weights,
05/26/2010,EAST,Breaker (75% lean),All weights,
05/26/2010,WEST,Premium White,All weights,
05/26/2010,WEST,Breaker (75% lean),All weights,
05/26/2010,MIDWEST,Premium White,All weights,
05/26/2010,MIDWEST,Breaker (75% lean),All weights,
05/25/2010,SOUTH CENTRAL,Premium White,All weights,
05/25/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
05/25/2010,NORTH CENTRAL,Premium White,All weights,
05/25/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
05/25/2010,EAST,Premium White,All weights,
05/25/2010,EAST,Breaker (75% lean),All weights,
05/25/2010,WEST,Premium White,All weights,
05/25/2010,WEST,Breaker (75% lean),All weights,
05/25/2010,MIDWEST,Premium White,All weights,
05/25/2010,MIDWEST,Breaker (75% lean),All weights,
05/24/2010,SOUTH CENTRAL,Premium White,All weights,
05/24/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
05/24/2010,NORTH CENTRAL,Premium White,All weights,
05/24/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
05/24/2010,EAST,Premium White,All weights,
05/24/2010,EAST,Breaker (75% lean),All weights,
05/24/2010,WEST,Premium White,All weights,
05/24/2010,WEST,Breaker (75% lean),All weights,
05/24/2010,MIDWEST,Premium White,All weights,
05/24/2010,MIDWEST,Breaker (75% lean),All weights,
05/21/2010,SOUTH CENTRAL,Premium White,All weights,
05/21/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
05/21/2010,NORTH CENTRAL,Premium White,All weights,
05/21/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
05/21/2010,EAST,Premium White,All weights,
05/21/2010,EAST,Breaker (75% lean),All weights,
05/21/2010,WEST,Premium White,All weights,
05/21/2010,WEST,Breaker (75% lean),All weights,
05/21/2010,MIDWEST,Premium White,All weights,
05/21/2010,MIDWEST,Breaker (75% lean),All weights,
05/20/2010,SOUTH CENTRAL,Premium White,All weights,
05/20/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
05/20/2010,NORTH CENTRAL,Premium White,All weights,
05/20/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
05/20/2010,EAST,Premium White,All weights,
05/20/2010,EAST,Breaker (75% lean),All weights,
05/20/2010,WEST,Premium White,All weights,
05/20/2010,WEST,Breaker (75% lean),All weights,
05/20/2010,MIDWEST,Premium White,All weights,
05/20/2010,MIDWEST,Breaker (75% lean),All weights,
05/19/2010,SOUTH CENTRAL,Premium White,All weights,
05/19/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
05/19/2010,NORTH CENTRAL,Premium White,All weights,
05/19/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
05/19/2010,EAST,Premium White,All weights,
05/19/2010,EAST,Breaker (75% lean),All weights,
05/19/2010,WEST,Premium White,All weights,
05/19/2010,WEST,Breaker (75% lean),All weights,
05/19/2010,MIDWEST,Premium White,All weights,
05/19/2010,MIDWEST,Breaker (75% lean),All weights,
05/18/2010,SOUTH CENTRAL,Premium White,All weights,
05/18/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
05/18/2010,NORTH CENTRAL,Premium White,All weights,
05/18/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
05/18/2010,EAST,Premium White,All weights,
05/18/2010,EAST,Breaker (75% lean),All weights,
05/18/2010,WEST,Premium White,All weights,
05/18/2010,WEST,Breaker (75% lean),All weights,
05/18/2010,MIDWEST,Premium White,All weights,
05/18/2010,MIDWEST,Breaker (75% lean),All weights,
05/17/2010,SOUTH CENTRAL,Premium White,All weights,
05/17/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
05/17/2010,NORTH CENTRAL,Premium White,All weights,
05/17/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
05/17/2010,EAST,Premium White,All weights,
05/17/2010,EAST,Breaker (75% lean),All weights,
05/17/2010,WEST,Premium White,All weights,
05/17/2010,WEST,Breaker (75% lean),All weights,
05/17/2010,MIDWEST,Premium White,All weights,
05/17/2010,MIDWEST,Breaker (75% lean),All weights,
05/14/2010,SOUTH CENTRAL,Premium White,All weights,
05/14/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
05/14/2010,NORTH CENTRAL,Premium White,All weights,
05/14/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
05/14/2010,EAST,Premium White,All weights,
05/14/2010,EAST,Breaker (75% lean),All weights,
05/14/2010,WEST,Premium White,All weights,
05/14/2010,WEST,Breaker (75% lean),All weights,
05/14/2010,MIDWEST,Premium White,All weights,
05/14/2010,MIDWEST,Breaker (75% lean),All weights,
05/13/2010,SOUTH CENTRAL,Premium White,All weights,
05/13/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
05/13/2010,NORTH CENTRAL,Premium White,All weights,
05/13/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
05/13/2010,EAST,Premium White,All weights,
05/13/2010,EAST,Breaker (75% lean),All weights,
05/13/2010,WEST,Premium White,All weights,
05/13/2010,WEST,Breaker (75% lean),All weights,
05/13/2010,MIDWEST,Premium White,All weights,
05/13/2010,MIDWEST,Breaker (75% lean),All weights,
05/12/2010,SOUTH CENTRAL,Premium White,All weights,
05/12/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
05/12/2010,NORTH CENTRAL,Premium White,All weights,
05/12/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
05/12/2010,EAST,Premium White,All weights,
05/12/2010,EAST,Breaker (75% lean),All weights,
05/12/2010,WEST,Premium White,All weights,
05/12/2010,WEST,Breaker (75% lean),All weights,
05/12/2010,MIDWEST,Premium White,All weights,
05/12/2010,MIDWEST,Breaker (75% lean),All weights,
05/11/2010,SOUTH CENTRAL,Premium White,All weights,
05/11/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
05/11/2010,NORTH CENTRAL,Premium White,All weights,
05/11/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
05/11/2010,EAST,Premium White,All weights,
05/11/2010,EAST,Breaker (75% lean),All weights,
05/11/2010,WEST,Premium White,All weights,
05/11/2010,WEST,Breaker (75% lean),All weights,
05/11/2010,MIDWEST,Premium White,All weights,
05/11/2010,MIDWEST,Breaker (75% lean),All weights,
05/10/2010,SOUTH CENTRAL,Premium White,All weights,
05/10/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
05/10/2010,NORTH CENTRAL,Premium White,All weights,
05/10/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
05/10/2010,EAST,Premium White,All weights,
05/10/2010,EAST,Breaker (75% lean),All weights,
05/10/2010,WEST,Premium White,All weights,
05/10/2010,WEST,Breaker (75% lean),All weights,
05/10/2010,MIDWEST,Premium White,All weights,
05/10/2010,MIDWEST,Breaker (75% lean),All weights,
05/07/2010,SOUTH CENTRAL,Premium White,All weights,
05/07/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
05/07/2010,NORTH CENTRAL,Premium White,All weights,
05/07/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
05/07/2010,EAST,Premium White,All weights,
05/07/2010,EAST,Breaker (75% lean),All weights,
05/07/2010,WEST,Premium White,All weights,
05/07/2010,WEST,Breaker (75% lean),All weights,
05/07/2010,MIDWEST,Premium White,All weights,
05/07/2010,MIDWEST,Breaker (75% lean),All weights,
05/06/2010,SOUTH CENTRAL,Premium White,All weights,
05/06/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
05/06/2010,NORTH CENTRAL,Premium White,All weights,
05/06/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
05/06/2010,EAST,Premium White,All weights,
05/06/2010,EAST,Breaker (75% lean),All weights,
05/06/2010,WEST,Premium White,All weights,
05/06/2010,WEST,Breaker (75% lean),All weights,
05/06/2010,MIDWEST,Premium White,All weights,
05/06/2010,MIDWEST,Breaker (75% lean),All weights,
05/05/2010,SOUTH CENTRAL,Premium White,All weights,
05/05/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
05/05/2010,NORTH CENTRAL,Premium White,All weights,
05/05/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
05/05/2010,EAST,Premium White,All weights,
05/05/2010,EAST,Breaker (75% lean),All weights,
05/05/2010,WEST,Premium White,All weights,
05/05/2010,WEST,Breaker (75% lean),All weights,
05/05/2010,MIDWEST,Premium White,All weights,
05/05/2010,MIDWEST,Breaker (75% lean),All weights,
05/04/2010,SOUTH CENTRAL,Premium White,All weights,
05/04/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
05/04/2010,NORTH CENTRAL,Premium White,All weights,
05/04/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
05/04/2010,EAST,Premium White,All weights,
05/04/2010,EAST,Breaker (75% lean),All weights,
05/04/2010,WEST,Premium White,All weights,
05/04/2010,WEST,Breaker (75% lean),All weights,
05/04/2010,MIDWEST,Premium White,All weights,
05/04/2010,MIDWEST,Breaker (75% lean),All weights,
05/03/2010,SOUTH CENTRAL,Premium White,All weights,
05/03/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
05/03/2010,NORTH CENTRAL,Premium White,All weights,
05/03/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
05/03/2010,EAST,Premium White,All weights,
05/03/2010,EAST,Breaker (75% lean),All weights,
05/03/2010,WEST,Premium White,All weights,
05/03/2010,WEST,Breaker (75% lean),All weights,55.00
05/03/2010,MIDWEST,Premium White,All weights,
05/03/2010,MIDWEST,Breaker (75% lean),All weights,
04/30/2010,SOUTH CENTRAL,Premium White,All weights,
04/30/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
04/30/2010,NORTH CENTRAL,Premium White,All weights,
04/30/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
04/30/2010,EAST,Premium White,All weights,
04/30/2010,EAST,Breaker (75% lean),All weights,
04/30/2010,WEST,Premium White,All weights,
04/30/2010,WEST,Breaker (75% lean),All weights,
04/30/2010,MIDWEST,Premium White,All weights,
04/30/2010,MIDWEST,Breaker (75% lean),All weights,
04/29/2010,SOUTH CENTRAL,Premium White,All weights,
04/29/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
04/29/2010,NORTH CENTRAL,Premium White,All weights,
04/29/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
04/29/2010,EAST,Premium White,All weights,
04/29/2010,EAST,Breaker (75% lean),All weights,
04/29/2010,WEST,Premium White,All weights,
04/29/2010,WEST,Breaker (75% lean),All weights,
04/29/2010,MIDWEST,Premium White,All weights,
04/29/2010,MIDWEST,Breaker (75% lean),All weights,
04/28/2010,SOUTH CENTRAL,Premium White,All weights,
04/28/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
04/28/2010,NORTH CENTRAL,Premium White,All weights,
04/28/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
04/28/2010,EAST,Premium White,All weights,
04/28/2010,EAST,Breaker (75% lean),All weights,
04/28/2010,WEST,Premium White,All weights,
04/28/2010,WEST,Breaker (75% lean),All weights,
04/28/2010,MIDWEST,Premium White,All weights,
04/28/2010,MIDWEST,Breaker (75% lean),All weights,
04/27/2010,SOUTH CENTRAL,Premium White,All weights,
04/27/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
04/27/2010,NORTH CENTRAL,Premium White,All weights,
04/27/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
04/27/2010,EAST,Premium White,All weights,
04/27/2010,EAST,Breaker (75% lean),All weights,
04/27/2010,WEST,Premium White,All weights,
04/27/2010,WEST,Breaker (75% lean),All weights,
04/27/2010,MIDWEST,Premium White,All weights,
04/27/2010,MIDWEST,Breaker (75% lean),All weights,
04/26/2010,SOUTH CENTRAL,Premium White,All weights,
04/26/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
04/26/2010,NORTH CENTRAL,Premium White,All weights,
04/26/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
04/26/2010,EAST,Premium White,All weights,
04/26/2010,EAST,Breaker (75% lean),All weights,
04/26/2010,WEST,Premium White,All weights,
04/26/2010,WEST,Breaker (75% lean),All weights,
04/26/2010,MIDWEST,Premium White,All weights,
04/26/2010,MIDWEST,Breaker (75% lean),All weights,
04/23/2010,SOUTH CENTRAL,Premium White,All weights,
04/23/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
04/23/2010,NORTH CENTRAL,Premium White,All weights,
04/23/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
04/23/2010,EAST,Premium White,All weights,
04/23/2010,EAST,Breaker (75% lean),All weights,
04/23/2010,WEST,Premium White,All weights,
04/23/2010,WEST,Breaker (75% lean),All weights,
04/23/2010,MIDWEST,Premium White,All weights,
04/23/2010,MIDWEST,Breaker (75% lean),All weights,
04/22/2010,SOUTH CENTRAL,Premium White,All weights,
04/22/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
04/22/2010,NORTH CENTRAL,Premium White,All weights,
04/22/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
04/22/2010,EAST,Premium White,All weights,
04/22/2010,EAST,Breaker (75% lean),All weights,
04/22/2010,WEST,Premium White,All weights,
04/22/2010,WEST,Breaker (75% lean),All weights,
04/22/2010,MIDWEST,Premium White,All weights,
04/22/2010,MIDWEST,Breaker (75% lean),All weights,
04/21/2010,SOUTH CENTRAL,Premium White,All weights,
04/21/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
04/21/2010,NORTH CENTRAL,Premium White,All weights,
04/21/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
04/21/2010,EAST,Premium White,All weights,
04/21/2010,EAST,Breaker (75% lean),All weights,
04/21/2010,WEST,Premium White,All weights,
04/21/2010,WEST,Breaker (75% lean),All weights,
04/21/2010,MIDWEST,Premium White,All weights,
04/21/2010,MIDWEST,Breaker (75% lean),All weights,
04/20/2010,SOUTH CENTRAL,Premium White,All weights,
04/20/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
04/20/2010,NORTH CENTRAL,Premium White,All weights,
04/20/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
04/20/2010,EAST,Premium White,All weights,
04/20/2010,EAST,Breaker (75% lean),All weights,
04/20/2010,WEST,Premium White,All weights,
04/20/2010,WEST,Breaker (75% lean),All weights,
04/20/2010,MIDWEST,Premium White,All weights,
04/20/2010,MIDWEST,Breaker (75% lean),All weights,
04/19/2010,SOUTH CENTRAL,Premium White,All weights,
04/19/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
04/19/2010,NORTH CENTRAL,Premium White,All weights,
04/19/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
04/19/2010,EAST,Premium White,All weights,
04/19/2010,EAST,Breaker (75% lean),All weights,
04/19/2010,WEST,Premium White,All weights,
04/19/2010,WEST,Breaker (75% lean),All weights,
04/19/2010,MIDWEST,Premium White,All weights,
04/19/2010,MIDWEST,Breaker (75% lean),All weights,
04/16/2010,SOUTH CENTRAL,Premium White,All weights,
04/16/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
04/16/2010,NORTH CENTRAL,Premium White,All weights,
04/16/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
04/16/2010,EAST,Premium White,All weights,
04/16/2010,EAST,Breaker (75% lean),All weights,
04/16/2010,WEST,Premium White,All weights,
04/16/2010,WEST,Breaker (75% lean),All weights,
04/16/2010,MIDWEST,Premium White,All weights,
04/16/2010,MIDWEST,Breaker (75% lean),All weights,
04/15/2010,SOUTH CENTRAL,Premium White,All weights,
04/15/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
04/15/2010,NORTH CENTRAL,Premium White,All weights,
04/15/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
04/15/2010,EAST,Premium White,All weights,
04/15/2010,EAST,Breaker (75% lean),All weights,
04/15/2010,WEST,Premium White,All weights,
04/15/2010,WEST,Breaker (75% lean),All weights,
04/15/2010,MIDWEST,Premium White,All weights,
04/15/2010,MIDWEST,Breaker (75% lean),All weights,
04/14/2010,SOUTH CENTRAL,Premium White,All weights,
04/14/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
04/14/2010,NORTH CENTRAL,Premium White,All weights,
04/14/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
04/14/2010,EAST,Premium White,All weights,
04/14/2010,EAST,Breaker (75% lean),All weights,
04/14/2010,WEST,Premium White,All weights,
04/14/2010,WEST,Breaker (75% lean),All weights,
04/14/2010,MIDWEST,Premium White,All weights,
04/14/2010,MIDWEST,Breaker (75% lean),All weights,
04/13/2010,SOUTH CENTRAL,Premium White,All weights,
04/13/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
04/13/2010,NORTH CENTRAL,Premium White,All weights,
04/13/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
04/13/2010,EAST,Premium White,All weights,
04/13/2010,EAST,Breaker (75% lean),All weights,
04/13/2010,WEST,Premium White,All weights,
04/13/2010,WEST,Breaker (75% lean),All weights,
04/13/2010,MIDWEST,Premium White,All weights,
04/13/2010,MIDWEST,Breaker (75% lean),All weights,
04/12/2010,SOUTH CENTRAL,Premium White,All weights,
04/12/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
04/12/2010,NORTH CENTRAL,Premium White,All weights,
04/12/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
04/12/2010,EAST,Premium White,All weights,
04/12/2010,EAST,Breaker (75% lean),All weights,
04/12/2010,WEST,Premium White,All weights,
04/12/2010,WEST,Breaker (75% lean),All weights,
04/12/2010,MIDWEST,Premium White,All weights,
04/12/2010,MIDWEST,Breaker (75% lean),All weights,
04/09/2010,SOUTH CENTRAL,Premium White,All weights,
04/09/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
04/09/2010,NORTH CENTRAL,Premium White,All weights,
04/09/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
04/09/2010,EAST,Premium White,All weights,
04/09/2010,EAST,Breaker (75% lean),All weights,
04/09/2010,WEST,Premium White,All weights,
04/09/2010,WEST,Breaker (75% lean),All weights,
04/09/2010,MIDWEST,Premium White,All weights,
04/09/2010,MIDWEST,Breaker (75% lean),All weights,
04/08/2010,SOUTH CENTRAL,Premium White,All weights,
04/08/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
04/08/2010,NORTH CENTRAL,Premium White,All weights,
04/08/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
04/08/2010,EAST,Premium White,All weights,
04/08/2010,EAST,Breaker (75% lean),All weights,
04/08/2010,WEST,Premium White,All weights,
04/08/2010,WEST,Breaker (75% lean),All weights,
04/08/2010,MIDWEST,Premium White,All weights,
04/08/2010,MIDWEST,Breaker (75% lean),All weights,
04/07/2010,SOUTH CENTRAL,Premium White,All weights,
04/07/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
04/07/2010,NORTH CENTRAL,Premium White,All weights,
04/07/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
04/07/2010,EAST,Premium White,All weights,
04/07/2010,EAST,Breaker (75% lean),All weights,
04/07/2010,WEST,Premium White,All weights,
04/07/2010,WEST,Breaker (75% lean),All weights,
04/07/2010,MIDWEST,Premium White,All weights,
04/07/2010,MIDWEST,Breaker (75% lean),All weights,
04/06/2010,SOUTH CENTRAL,Premium White,All weights,
04/06/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
04/06/2010,NORTH CENTRAL,Premium White,All weights,
04/06/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
04/06/2010,EAST,Premium White,All weights,
04/06/2010,EAST,Breaker (75% lean),All weights,
04/06/2010,WEST,Premium White,All weights,
04/06/2010,WEST,Breaker (75% lean),All weights,
04/06/2010,MIDWEST,Premium White,All weights,
04/06/2010,MIDWEST,Breaker (75% lean),All weights,
04/05/2010,SOUTH CENTRAL,Premium White,All weights,
04/05/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
04/05/2010,NORTH CENTRAL,Premium White,All weights,
04/05/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
04/05/2010,EAST,Premium White,All weights,
04/05/2010,EAST,Breaker (75% lean),All weights,
04/05/2010,WEST,Premium White,All weights,
04/05/2010,WEST,Breaker (75% lean),All weights,
04/05/2010,MIDWEST,Premium White,All weights,
04/05/2010,MIDWEST,Breaker (75% lean),All weights,
04/02/2010,SOUTH CENTRAL,Premium White,All weights,
04/02/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
04/02/2010,NORTH CENTRAL,Premium White,All weights,
04/02/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
04/02/2010,EAST,Premium White,All weights,
04/02/2010,EAST,Breaker (75% lean),All weights,
04/02/2010,WEST,Premium White,All weights,
04/02/2010,WEST,Breaker (75% lean),All weights,
04/02/2010,MIDWEST,Premium White,All weights,
04/02/2010,MIDWEST,Breaker (75% lean),All weights,
04/01/2010,SOUTH CENTRAL,Premium White,All weights,
04/01/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
04/01/2010,NORTH CENTRAL,Premium White,All weights,
04/01/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
04/01/2010,EAST,Premium White,All weights,
04/01/2010,EAST,Breaker (75% lean),All weights,
04/01/2010,WEST,Premium White,All weights,
04/01/2010,WEST,Breaker (75% lean),All weights,
04/01/2010,MIDWEST,Premium White,All weights,
04/01/2010,MIDWEST,Breaker (75% lean),All weights,
03/31/2010,SOUTH CENTRAL,Premium White,All weights,
03/31/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
03/31/2010,NORTH CENTRAL,Premium White,All weights,
03/31/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
03/31/2010,EAST,Premium White,All weights,
03/31/2010,EAST,Breaker (75% lean),All weights,
03/31/2010,WEST,Premium White,All weights,
03/31/2010,WEST,Breaker (75% lean),All weights,
03/31/2010,MIDWEST,Premium White,All weights,
03/31/2010,MIDWEST,Breaker (75% lean),All weights,
03/30/2010,SOUTH CENTRAL,Premium White,All weights,
03/30/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
03/30/2010,NORTH CENTRAL,Premium White,All weights,
03/30/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
03/30/2010,EAST,Premium White,All weights,
03/30/2010,EAST,Breaker (75% lean),All weights,
03/30/2010,WEST,Premium White,All weights,
03/30/2010,WEST,Breaker (75% lean),All weights,
03/30/2010,MIDWEST,Premium White,All weights,
03/30/2010,MIDWEST,Breaker (75% lean),All weights,
03/29/2010,SOUTH CENTRAL,Premium White,All weights,
03/29/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
03/29/2010,NORTH CENTRAL,Premium White,All weights,
03/29/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
03/29/2010,EAST,Premium White,All weights,
03/29/2010,EAST,Breaker (75% lean),All weights,
03/29/2010,WEST,Premium White,All weights,
03/29/2010,WEST,Breaker (75% lean),All weights,
03/29/2010,MIDWEST,Premium White,All weights,
03/29/2010,MIDWEST,Breaker (75% lean),All weights,
03/26/2010,SOUTH CENTRAL,Premium White,All weights,
03/26/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
03/26/2010,NORTH CENTRAL,Premium White,All weights,
03/26/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
03/26/2010,EAST,Premium White,All weights,
03/26/2010,EAST,Breaker (75% lean),All weights,
03/26/2010,WEST,Premium White,All weights,
03/26/2010,WEST,Breaker (75% lean),All weights,
03/26/2010,MIDWEST,Premium White,All weights,
03/26/2010,MIDWEST,Breaker (75% lean),All weights,
03/25/2010,SOUTH CENTRAL,Premium White,All weights,
03/25/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
03/25/2010,NORTH CENTRAL,Premium White,All weights,
03/25/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
03/25/2010,EAST,Premium White,All weights,
03/25/2010,EAST,Breaker (75% lean),All weights,
03/25/2010,WEST,Premium White,All weights,
03/25/2010,WEST,Breaker (75% lean),All weights,
03/25/2010,MIDWEST,Premium White,All weights,
03/25/2010,MIDWEST,Breaker (75% lean),All weights,
03/24/2010,SOUTH CENTRAL,Premium White,All weights,
03/24/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
03/24/2010,NORTH CENTRAL,Premium White,All weights,
03/24/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
03/24/2010,EAST,Premium White,All weights,
03/24/2010,EAST,Breaker (75% lean),All weights,
03/24/2010,WEST,Premium White,All weights,
03/24/2010,WEST,Breaker (75% lean),All weights,
03/24/2010,MIDWEST,Premium White,All weights,
03/24/2010,MIDWEST,Breaker (75% lean),All weights,
03/23/2010,SOUTH CENTRAL,Premium White,All weights,
03/23/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
03/23/2010,NORTH CENTRAL,Premium White,All weights,
03/23/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
03/23/2010,EAST,Premium White,All weights,
03/23/2010,EAST,Breaker (75% lean),All weights,
03/23/2010,WEST,Premium White,All weights,
03/23/2010,WEST,Breaker (75% lean),All weights,
03/23/2010,MIDWEST,Premium White,All weights,
03/23/2010,MIDWEST,Breaker (75% lean),All weights,
03/22/2010,SOUTH CENTRAL,Premium White,All weights,
03/22/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
03/22/2010,NORTH CENTRAL,Premium White,All weights,
03/22/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
03/22/2010,EAST,Premium White,All weights,
03/22/2010,EAST,Breaker (75% lean),All weights,
03/22/2010,WEST,Premium White,All weights,
03/22/2010,WEST,Breaker (75% lean),All weights,
03/22/2010,MIDWEST,Premium White,All weights,
03/22/2010,MIDWEST,Breaker (75% lean),All weights,
03/19/2010,SOUTH CENTRAL,Premium White,All weights,
03/19/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
03/19/2010,NORTH CENTRAL,Premium White,All weights,
03/19/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
03/19/2010,EAST,Premium White,All weights,
03/19/2010,EAST,Breaker (75% lean),All weights,
03/19/2010,WEST,Premium White,All weights,
03/19/2010,WEST,Breaker (75% lean),All weights,
03/19/2010,MIDWEST,Premium White,All weights,
03/19/2010,MIDWEST,Breaker (75% lean),All weights,
03/18/2010,SOUTH CENTRAL,Premium White,All weights,
03/18/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
03/18/2010,NORTH CENTRAL,Premium White,All weights,
03/18/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
03/18/2010,EAST,Premium White,All weights,
03/18/2010,EAST,Breaker (75% lean),All weights,
03/18/2010,WEST,Premium White,All weights,
03/18/2010,WEST,Breaker (75% lean),All weights,
03/18/2010,MIDWEST,Premium White,All weights,
03/18/2010,MIDWEST,Breaker (75% lean),All weights,
03/17/2010,SOUTH CENTRAL,Premium White,All weights,
03/17/2010,SOUTH CENTRAL,Breaker (75% lean),All weights,
03/17/2010,NORTH CENTRAL,Premium White,All weights,
03/17/2010,NORTH CENTRAL,Breaker (75% lean),All weights,
