Report Date,Region Name,Grade,Weight Range,Live Wtd Avg Price
01/09/2013,NORTH CENTRAL,Breaker (75% lean),All weights,
01/09/2013,EAST,Premium White,All weights,
01/09/2013,EAST,Breaker (75% lean),All weights,
01/09/2013,WEST,Premium White,All weights,
01/09/2013,WEST,Breaker (75% lean),All weights,
01/09/2013,MIDWEST,Premium White,All weights,
01/09/2013,MIDWEST,Breaker (75% lean),All weights,
01/08/2013,SOUTH CENTRAL,Premium White,All weights,
01/08/2013,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/08/2013,NORTH CENTRAL,Premium White,All weights,
01/08/2013,NORTH CENTRAL,Breaker (75% lean),All weights,
01/08/2013,EAST,Premium White,All weights,
01/08/2013,EAST,Breaker (75% lean),All weights,
01/08/2013,WEST,Premium White,All weights,
01/08/2013,WEST,Breaker (75% lean),All weights,
01/08/2013,MIDWEST,Premium White,All weights,
01/08/2013,MIDWEST,Breaker (75% lean),All weights,
01/07/2013,SOUTH CENTRAL,Premium White,All weights,
01/07/2013,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/07/2013,NORTH CENTRAL,Premium White,All weights,
01/07/2013,NORTH CENTRAL,Breaker (75% lean),All weights,
01/07/2013,EAST,Premium White,All weights,
01/07/2013,EAST,Breaker (75% lean),All weights,
01/07/2013,WEST,Premium White,All weights,
01/07/2013,WEST,Breaker (75% lean),All weights,
01/07/2013,MIDWEST,Premium White,All weights,
01/07/2013,MIDWEST,Breaker (75% lean),All weights,
01/04/2013,SOUTH CENTRAL,Premium White,All weights,
01/04/2013,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/04/2013,NORTH CENTRAL,Premium White,All weights,
01/04/2013,NORTH CENTRAL,Breaker (75% lean),All weights,
01/04/2013,EAST,Premium White,All weights,
01/04/2013,EAST,Breaker (75% lean),All weights,
01/04/2013,WEST,Premium White,All weights,
01/04/2013,WEST,Breaker (75% lean),All weights,
01/04/2013,MIDWEST,Premium White,All weights,
01/04/2013,MIDWEST,Breaker (75% lean),All weights,
01/03/2013,SOUTH CENTRAL,Premium White,All weights,
01/03/2013,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/03/2013,NORTH CENTRAL,Premium White,All weights,
01/03/2013,NORTH CENTRAL,Breaker (75% lean),All weights,
01/03/2013,EAST,Premium White,All weights,
01/03/2013,EAST,Breaker (75% lean),All weights,
01/03/2013,WEST,Premium White,All weights,
01/03/2013,WEST,Breaker (75% lean),All weights,
01/03/2013,MIDWEST,Premium White,All weights,
01/03/2013,MIDWEST,Breaker (75% lean),All weights,
01/02/2013,SOUTH CENTRAL,Premium White,All weights,
01/02/2013,SOUTH CENTRAL,Breaker (75% lean),All weights,
01/02/2013,NORTH CENTRAL,Premium White,All weights,
01/02/2013,NORTH CENTRAL,Breaker (75% lean),All weights,
01/02/2013,EAST,Premium White,All weights,
01/02/2013,EAST,Breaker (75% lean),All weights,
01/02/2013,WEST,Premium White,All weights,
01/02/2013,WEST,Breaker (75% lean),All weights,
01/02/2013,MIDWEST,Premium White,All weights,
01/02/2013,MIDWEST,Breaker (75% lean),All weights,
12/31/2012,SOUTH CENTRAL,Premium White,All weights,
12/31/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/31/2012,NORTH CENTRAL,Premium White,All weights,
12/31/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
12/31/2012,EAST,Premium White,All weights,
12/31/2012,EAST,Breaker (75% lean),All weights,
12/31/2012,WEST,Premium White,All weights,
12/31/2012,WEST,Breaker (75% lean),All weights,
12/31/2012,MIDWEST,Premium White,All weights,
12/31/2012,MIDWEST,Breaker (75% lean),All weights,
12/28/2012,SOUTH CENTRAL,Premium White,All weights,
12/28/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/28/2012,NORTH CENTRAL,Premium White,All weights,
12/28/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
12/28/2012,EAST,Premium White,All weights,
12/28/2012,EAST,Breaker (75% lean),All weights,
12/28/2012,WEST,Premium White,All weights,
12/28/2012,WEST,Breaker (75% lean),All weights,
12/28/2012,MIDWEST,Premium White,All weights,
12/28/2012,MIDWEST,Breaker (75% lean),All weights,
12/27/2012,SOUTH CENTRAL,Premium White,All weights,
12/27/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/27/2012,NORTH CENTRAL,Premium White,All weights,
12/27/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
12/27/2012,EAST,Premium White,All weights,
12/27/2012,EAST,Breaker (75% lean),All weights,
12/27/2012,WEST,Premium White,All weights,
12/27/2012,WEST,Breaker (75% lean),All weights,
12/27/2012,MIDWEST,Premium White,All weights,
12/27/2012,MIDWEST,Breaker (75% lean),All weights,
12/26/2012,SOUTH CENTRAL,Premium White,All weights,
12/26/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/26/2012,NORTH CENTRAL,Premium White,All weights,
12/26/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
12/26/2012,EAST,Premium White,All weights,
12/26/2012,EAST,Breaker (75% lean),All weights,
12/26/2012,WEST,Premium White,All weights,
12/26/2012,WEST,Breaker (75% lean),All weights,
12/26/2012,MIDWEST,Premium White,All weights,
12/26/2012,MIDWEST,Breaker (75% lean),All weights,
12/21/2012,SOUTH CENTRAL,Premium White,All weights,
12/21/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/21/2012,NORTH CENTRAL,Premium White,All weights,
12/21/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
12/21/2012,EAST,Premium White,All weights,
12/21/2012,EAST,Breaker (75% lean),All weights,
12/21/2012,WEST,Premium White,All weights,
12/21/2012,WEST,Breaker (75% lean),All weights,
12/21/2012,MIDWEST,Premium White,All weights,
12/21/2012,MIDWEST,Breaker (75% lean),All weights,
12/20/2012,SOUTH CENTRAL,Premium White,All weights,
12/20/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/20/2012,NORTH CENTRAL,Premium White,All weights,
12/20/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
12/20/2012,EAST,Premium White,All weights,
12/20/2012,EAST,Breaker (75% lean),All weights,
12/20/2012,WEST,Premium White,All weights,
12/20/2012,WEST,Breaker (75% lean),All weights,
12/20/2012,MIDWEST,Premium White,All weights,
12/20/2012,MIDWEST,Breaker (75% lean),All weights,
12/19/2012,SOUTH CENTRAL,Premium White,All weights,
12/19/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/19/2012,NORTH CENTRAL,Premium White,All weights,
12/19/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
12/19/2012,EAST,Premium White,All weights,
12/19/2012,EAST,Breaker (75% lean),All weights,
12/19/2012,WEST,Premium White,All weights,
12/19/2012,WEST,Breaker (75% lean),All weights,
12/19/2012,MIDWEST,Premium White,All weights,
12/19/2012,MIDWEST,Breaker (75% lean),All weights,
12/18/2012,SOUTH CENTRAL,Premium White,All weights,
12/18/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/18/2012,NORTH CENTRAL,Premium White,All weights,
12/18/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
12/18/2012,EAST,Premium White,All weights,
12/18/2012,EAST,Breaker (75% lean),All weights,
12/18/2012,WEST,Premium White,All weights,
12/18/2012,WEST,Breaker (75% lean),All weights,
12/18/2012,MIDWEST,Premium White,All weights,
12/18/2012,MIDWEST,Breaker (75% lean),All weights,
12/17/2012,SOUTH CENTRAL,Premium White,All weights,
12/17/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/17/2012,NORTH CENTRAL,Premium White,All weights,
12/17/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
12/17/2012,EAST,Premium White,All weights,
12/17/2012,EAST,Breaker (75% lean),All weights,
12/17/2012,WEST,Premium White,All weights,
12/17/2012,WEST,Breaker (75% lean),All weights,
12/17/2012,MIDWEST,Premium White,All weights,
12/17/2012,MIDWEST,Breaker (75% lean),All weights,
12/14/2012,SOUTH CENTRAL,Premium White,All weights,
12/14/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/14/2012,NORTH CENTRAL,Premium White,All weights,
12/14/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
12/14/2012,EAST,Premium White,All weights,
12/14/2012,EAST,Breaker (75% lean),All weights,
12/14/2012,WEST,Premium White,All weights,
12/14/2012,WEST,Breaker (75% lean),All weights,
12/14/2012,MIDWEST,Premium White,All weights,
12/14/2012,MIDWEST,Breaker (75% lean),All weights,
12/13/2012,SOUTH CENTRAL,Premium White,All weights,
12/13/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/13/2012,NORTH CENTRAL,Premium White,All weights,
12/13/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
12/13/2012,EAST,Premium White,All weights,
12/13/2012,EAST,Breaker (75% lean),All weights,
12/13/2012,WEST,Premium White,All weights,
12/13/2012,WEST,Breaker (75% lean),All weights,
12/13/2012,MIDWEST,Premium White,All weights,
12/13/2012,MIDWEST,Breaker (75% lean),All weights,
12/12/2012,SOUTH CENTRAL,Premium White,All weights,
12/12/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/12/2012,NORTH CENTRAL,Premium White,All weights,
12/12/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
12/12/2012,EAST,Premium White,All weights,
12/12/2012,EAST,Breaker (75% lean),All weights,
12/12/2012,WEST,Premium White,All weights,
12/12/2012,WEST,Breaker (75% lean),All weights,
12/12/2012,MIDWEST,Premium White,All weights,
12/12/2012,MIDWEST,Breaker (75% lean),All weights,
12/11/2012,SOUTH CENTRAL,Premium White,All weights,
12/11/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/11/2012,NORTH CENTRAL,Premium White,All weights,
12/11/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
12/11/2012,EAST,Premium White,All weights,
12/11/2012,EAST,Breaker (75% lean),All weights,
12/11/2012,WEST,Premium White,All weights,
12/11/2012,WEST,Breaker (75% lean),All weights,
12/11/2012,MIDWEST,Premium White,All weights,
12/11/2012,MIDWEST,Breaker (75% lean),All weights,
12/10/2012,SOUTH CENTRAL,Premium White,All weights,
12/10/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/10/2012,NORTH CENTRAL,Premium White,All weights,
12/10/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
12/10/2012,EAST,Premium White,All weights,
12/10/2012,EAST,Breaker (75% lean),All weights,
12/10/2012,WEST,Premium White,All weights,
12/10/2012,WEST,Breaker (75% lean),All weights,
12/10/2012,MIDWEST,Premium White,All weights,
12/10/2012,MIDWEST,Breaker (75% lean),All weights,
12/07/2012,SOUTH CENTRAL,Premium White,All weights,
12/07/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/07/2012,NORTH CENTRAL,Premium White,All weights,
12/07/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
12/07/2012,EAST,Premium White,All weights,
12/07/2012,EAST,Breaker (75% lean),All weights,
12/07/2012,WEST,Premium White,All weights,
12/07/2012,WEST,Breaker (75% lean),All weights,
12/07/2012,MIDWEST,Premium White,All weights,
12/07/2012,MIDWEST,Breaker (75% lean),All weights,
12/06/2012,SOUTH CENTRAL,Premium White,All weights,
12/06/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/06/2012,NORTH CENTRAL,Premium White,All weights,
12/06/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
12/06/2012,EAST,Premium White,All weights,
12/06/2012,EAST,Breaker (75% lean),All weights,
12/06/2012,WEST,Premium White,All weights,
12/06/2012,WEST,Breaker (75% lean),All weights,
12/06/2012,MIDWEST,Premium White,All weights,
12/06/2012,MIDWEST,Breaker (75% lean),All weights,
12/05/2012,SOUTH CENTRAL,Premium White,All weights,
12/05/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/05/2012,NORTH CENTRAL,Premium White,All weights,
12/05/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
12/05/2012,EAST,Premium White,All weights,
12/05/2012,EAST,Breaker (75% lean),All weights,
12/05/2012,WEST,Premium White,All weights,
12/05/2012,WEST,Breaker (75% lean),All weights,
12/05/2012,MIDWEST,Premium White,All weights,
12/05/2012,MIDWEST,Breaker (75% lean),All weights,
12/04/2012,SOUTH CENTRAL,Premium White,All weights,
12/04/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/04/2012,NORTH CENTRAL,Premium White,All weights,
12/04/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
12/04/2012,EAST,Premium White,All weights,
12/04/2012,EAST,Breaker (75% lean),All weights,
12/04/2012,WEST,Premium White,All weights,
12/04/2012,WEST,Breaker (75% lean),All weights,
12/04/2012,MIDWEST,Premium White,All weights,
12/04/2012,MIDWEST,Breaker (75% lean),All weights,
12/03/2012,SOUTH CENTRAL,Premium White,All weights,
12/03/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
12/03/2012,NORTH CENTRAL,Premium White,All weights,
12/03/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
12/03/2012,EAST,Premium White,All weights,
12/03/2012,EAST,Breaker (75% lean),All weights,
12/03/2012,WEST,Premium White,All weights,
12/03/2012,WEST,Breaker (75% lean),All weights,
12/03/2012,MIDWEST,Premium White,All weights,
12/03/2012,MIDWEST,Breaker (75% lean),All weights,
11/30/2012,SOUTH CENTRAL,Premium White,All weights,
11/30/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/30/2012,NORTH CENTRAL,Premium White,All weights,
11/30/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
11/30/2012,EAST,Premium White,All weights,
11/30/2012,EAST,Breaker (75% lean),All weights,
11/30/2012,WEST,Premium White,All weights,
11/30/2012,WEST,Breaker (75% lean),All weights,
11/30/2012,MIDWEST,Premium White,All weights,
11/30/2012,MIDWEST,Breaker (75% lean),All weights,
11/29/2012,SOUTH CENTRAL,Premium White,All weights,
11/29/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/29/2012,NORTH CENTRAL,Premium White,All weights,
11/29/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
11/29/2012,EAST,Premium White,All weights,
11/29/2012,EAST,Breaker (75% lean),All weights,
11/29/2012,WEST,Premium White,All weights,
11/29/2012,WEST,Breaker (75% lean),All weights,
11/29/2012,MIDWEST,Premium White,All weights,
11/29/2012,MIDWEST,Breaker (75% lean),All weights,
11/28/2012,SOUTH CENTRAL,Premium White,All weights,
11/28/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/28/2012,NORTH CENTRAL,Premium White,All weights,
11/28/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
11/28/2012,EAST,Premium White,All weights,
11/28/2012,EAST,Breaker (75% lean),All weights,
11/28/2012,WEST,Premium White,All weights,
11/28/2012,WEST,Breaker (75% lean),All weights,
11/28/2012,MIDWEST,Premium White,All weights,
11/28/2012,MIDWEST,Breaker (75% lean),All weights,
11/27/2012,SOUTH CENTRAL,Premium White,All weights,
11/27/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/27/2012,NORTH CENTRAL,Premium White,All weights,
11/27/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
11/27/2012,EAST,Premium White,All weights,
11/27/2012,EAST,Breaker (75% lean),All weights,
11/27/2012,WEST,Premium White,All weights,
11/27/2012,WEST,Breaker (75% lean),All weights,
11/27/2012,MIDWEST,Premium White,All weights,
11/27/2012,MIDWEST,Breaker (75% lean),All weights,
11/26/2012,SOUTH CENTRAL,Premium White,All weights,
11/26/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/26/2012,NORTH CENTRAL,Premium White,All weights,
11/26/2012,NORTH CENTRAL,Breaker (75% lean),All weights,
11/26/2012,EAST,Premium White,All weights,
11/26/2012,EAST,Breaker (75% lean),All weights,
11/26/2012,WEST,Premium White,All weights,
11/26/2012,WEST,Breaker (75% lean),All weights,
11/26/2012,MIDWEST,Premium White,All weights,
11/26/2012,MIDWEST,Breaker (75% lean),All weights,
11/23/2012,SOUTH CENTRAL,Premium White,All weights,
11/23/2012,SOUTH CENTRAL,Breaker (75% lean),All weights,
11/23/2012,NORTH CENTRAL,Premium White,All weights,
