Report Date,Region Name,Grade,Weight Range,Live Head Count,Live Wtd Avg Price
12/11/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
12/11/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
12/11/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
12/10/2019,SOUTHWEST,Premium White,All weights,,
12/10/2019,SOUTHWEST,Breaker (75% lean),All weights,,
12/10/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
12/10/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
12/10/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
12/10/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
12/10/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
12/09/2019,SOUTHWEST,Premium White,All weights,,
12/09/2019,SOUTHWEST,Breaker (75% lean),All weights,,
12/09/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
12/09/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
12/09/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
12/09/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
12/09/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
12/06/2019,SOUTHWEST,Premium White,All weights,,
12/06/2019,SOUTHWEST,Breaker (75% lean),All weights,,
12/06/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
12/06/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
12/06/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
12/06/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
12/06/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
12/05/2019,SOUTHWEST,Premium White,All weights,,
12/05/2019,SOUTHWEST,Breaker (75% lean),All weights,,
12/05/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,23,61.93
12/05/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
12/05/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
12/05/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
12/05/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,1,88.00
12/04/2019,SOUTHWEST,Premium White,All weights,,
12/04/2019,SOUTHWEST,Breaker (75% lean),All weights,,
12/04/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,34,64.25
12/04/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
12/04/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
12/04/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
12/04/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,1,87.00
12/03/2019,SOUTHWEST,Premium White,All weights,,
12/03/2019,SOUTHWEST,Breaker (75% lean),All weights,,
12/03/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
12/03/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
12/03/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
12/03/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
12/03/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
12/02/2019,SOUTHWEST,Premium White,All weights,,
12/02/2019,SOUTHWEST,Breaker (75% lean),All weights,,
12/02/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
12/02/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
12/02/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
12/02/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
12/02/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
11/29/2019,SOUTHWEST,Premium White,All weights,,
11/29/2019,SOUTHWEST,Breaker (75% lean),All weights,,
11/29/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
11/29/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
11/29/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
11/29/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
11/29/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
11/27/2019,SOUTHWEST,Premium White,All weights,,
11/27/2019,SOUTHWEST,Breaker (75% lean),All weights,,
11/27/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
11/27/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
11/27/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
11/27/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
11/27/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
11/26/2019,SOUTHWEST,Premium White,All weights,,
11/26/2019,SOUTHWEST,Breaker (75% lean),All weights,,
11/26/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
11/26/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
11/26/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
11/26/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
11/26/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
11/25/2019,SOUTHWEST,Premium White,All weights,,
11/25/2019,SOUTHWEST,Breaker (75% lean),All weights,,
11/25/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
11/25/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
11/25/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
11/25/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
11/25/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
11/22/2019,SOUTHWEST,Premium White,All weights,,
11/22/2019,SOUTHWEST,Breaker (75% lean),All weights,,
11/22/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
11/22/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
11/22/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
11/22/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
11/22/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
11/21/2019,SOUTHWEST,Premium White,All weights,,
11/21/2019,SOUTHWEST,Breaker (75% lean),All weights,,
11/21/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
11/21/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
11/21/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
11/21/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
11/21/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
11/20/2019,SOUTHWEST,Premium White,All weights,,
11/20/2019,SOUTHWEST,Breaker (75% lean),All weights,,
11/20/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,36,60.19
11/20/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
11/20/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
11/20/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
11/20/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,1,90.00
11/19/2019,SOUTHWEST,Premium White,All weights,,
11/19/2019,SOUTHWEST,Breaker (75% lean),All weights,,
11/19/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
11/19/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
11/19/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
11/19/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
11/19/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
11/18/2019,SOUTHWEST,Premium White,All weights,,
11/18/2019,SOUTHWEST,Breaker (75% lean),All weights,,
11/18/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
11/18/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
11/18/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
11/18/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
11/18/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
11/15/2019,SOUTHWEST,Premium White,All weights,,
11/15/2019,SOUTHWEST,Breaker (75% lean),All weights,,
11/15/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
11/15/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
11/15/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
11/15/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
11/15/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
11/14/2019,SOUTHWEST,Premium White,All weights,,
11/14/2019,SOUTHWEST,Breaker (75% lean),All weights,,
11/14/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
11/14/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
11/14/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
11/14/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
11/14/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
11/13/2019,SOUTHWEST,Premium White,All weights,,
11/13/2019,SOUTHWEST,Breaker (75% lean),All weights,,
11/13/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,35,59.02
11/13/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
11/13/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
11/13/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
11/13/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
11/12/2019,SOUTHWEST,Premium White,All weights,,
11/12/2019,SOUTHWEST,Breaker (75% lean),All weights,,
11/12/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
11/12/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
11/12/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
11/12/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
11/12/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
11/11/2019,SOUTHWEST,Premium White,All weights,,
11/11/2019,SOUTHWEST,Breaker (75% lean),All weights,,
11/11/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
11/11/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
11/11/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
11/11/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
11/11/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
11/08/2019,SOUTHWEST,Premium White,All weights,,
11/08/2019,SOUTHWEST,Breaker (75% lean),All weights,,
11/08/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
11/08/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
11/08/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
11/08/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
11/08/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
11/07/2019,SOUTHWEST,Premium White,All weights,,
11/07/2019,SOUTHWEST,Breaker (75% lean),All weights,,
11/07/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
11/07/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
11/07/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
11/07/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
11/07/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
11/06/2019,SOUTHWEST,Premium White,All weights,,
11/06/2019,SOUTHWEST,Breaker (75% lean),All weights,,
11/06/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
11/06/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
11/06/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
11/06/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
11/06/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
11/05/2019,SOUTHWEST,Premium White,All weights,,
11/05/2019,SOUTHWEST,Breaker (75% lean),All weights,,
11/05/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
11/05/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
11/05/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
11/05/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
11/05/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
11/04/2019,SOUTHWEST,Premium White,All weights,,
11/04/2019,SOUTHWEST,Breaker (75% lean),All weights,,
11/04/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
11/04/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
11/04/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
11/04/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
11/04/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
11/01/2019,SOUTHWEST,Premium White,All weights,,
11/01/2019,SOUTHWEST,Breaker (75% lean),All weights,,
11/01/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
11/01/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
11/01/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
11/01/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
11/01/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
10/31/2019,SOUTHWEST,Premium White,All weights,,
10/31/2019,SOUTHWEST,Breaker (75% lean),All weights,1,95.00
10/31/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,20,95.00
10/31/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/31/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,13,95.00
10/31/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/31/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
10/30/2019,SOUTHWEST,Premium White,All weights,,
10/30/2019,SOUTHWEST,Breaker (75% lean),All weights,,
10/30/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
10/30/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/30/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
10/30/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/30/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
10/29/2019,SOUTHWEST,Premium White,All weights,,
10/29/2019,SOUTHWEST,Breaker (75% lean),All weights,,
10/29/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
10/29/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/29/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
10/29/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/29/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
10/28/2019,SOUTHWEST,Premium White,All weights,,
10/28/2019,SOUTHWEST,Breaker (75% lean),All weights,,
10/28/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
10/28/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/28/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
10/28/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/28/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
10/25/2019,SOUTHWEST,Premium White,All weights,,
10/25/2019,SOUTHWEST,Breaker (75% lean),All weights,,
10/25/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
10/25/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/25/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
10/25/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/25/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
10/24/2019,SOUTHWEST,Premium White,All weights,,
10/24/2019,SOUTHWEST,Breaker (75% lean),All weights,,
10/24/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,56,60.26
10/24/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/24/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
10/24/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/24/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,1,86.00
10/23/2019,SOUTHWEST,Premium White,All weights,,
10/23/2019,SOUTHWEST,Breaker (75% lean),All weights,,
10/23/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
10/23/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/23/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
10/23/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/23/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
10/22/2019,SOUTHWEST,Premium White,All weights,,
10/22/2019,SOUTHWEST,Breaker (75% lean),All weights,,
10/22/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
10/22/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/22/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
10/22/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/22/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
10/21/2019,SOUTHWEST,Premium White,All weights,,
10/21/2019,SOUTHWEST,Breaker (75% lean),All weights,,
10/21/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
10/21/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/21/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
10/21/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/21/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
10/18/2019,SOUTHWEST,Premium White,All weights,,
10/18/2019,SOUTHWEST,Breaker (75% lean),All weights,,
10/18/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
10/18/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/18/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
10/18/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/18/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
10/17/2019,SOUTHWEST,Premium White,All weights,,
10/17/2019,SOUTHWEST,Breaker (75% lean),All weights,,
10/17/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
10/17/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/17/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
10/17/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/17/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
10/16/2019,SOUTHWEST,Premium White,All weights,,
10/16/2019,SOUTHWEST,Breaker (75% lean),All weights,,
10/16/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,29,65.26
10/16/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/16/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
10/16/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/16/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
10/15/2019,SOUTHWEST,Premium White,All weights,,
10/15/2019,SOUTHWEST,Breaker (75% lean),All weights,,
10/15/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
10/15/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/15/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
10/15/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/15/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
10/14/2019,SOUTHWEST,Premium White,All weights,,
10/14/2019,SOUTHWEST,Breaker (75% lean),All weights,,
10/14/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
10/14/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/14/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
10/14/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/14/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
10/11/2019,SOUTHWEST,Premium White,All weights,,
10/11/2019,SOUTHWEST,Breaker (75% lean),All weights,,
10/11/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
10/11/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/11/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
10/11/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/11/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
10/10/2019,SOUTHWEST,Premium White,All weights,,
10/10/2019,SOUTHWEST,Breaker (75% lean),All weights,,
10/10/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,19,64.05
10/10/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/10/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
10/10/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/10/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
10/09/2019,SOUTHWEST,Premium White,All weights,,
10/09/2019,SOUTHWEST,Breaker (75% lean),All weights,,
10/09/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,26,63.29
10/09/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/09/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
10/09/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/09/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
10/08/2019,SOUTHWEST,Premium White,All weights,,
10/08/2019,SOUTHWEST,Breaker (75% lean),All weights,,
10/08/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
10/08/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/08/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
10/08/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/08/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
10/07/2019,SOUTHWEST,Premium White,All weights,,
10/07/2019,SOUTHWEST,Breaker (75% lean),All weights,,
10/07/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
10/07/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/07/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
10/07/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/07/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
10/04/2019,SOUTHWEST,Premium White,All weights,,
10/04/2019,SOUTHWEST,Breaker (75% lean),All weights,,
10/04/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
10/04/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/04/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
10/04/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/04/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
10/03/2019,SOUTHWEST,Premium White,All weights,,
10/03/2019,SOUTHWEST,Breaker (75% lean),All weights,,
10/03/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
10/03/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/03/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
10/03/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/03/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,1,83.00
10/02/2019,SOUTHWEST,Premium White,All weights,,
10/02/2019,SOUTHWEST,Breaker (75% lean),All weights,,
10/02/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,29,63.44
10/02/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/02/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
10/02/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/02/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,5,84.67
10/01/2019,SOUTHWEST,Premium White,All weights,,
10/01/2019,SOUTHWEST,Breaker (75% lean),All weights,,
10/01/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
10/01/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
10/01/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
10/01/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
10/01/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
09/30/2019,SOUTHWEST,Premium White,All weights,,
09/30/2019,SOUTHWEST,Breaker (75% lean),All weights,,
09/30/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
09/30/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
09/30/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
09/30/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
09/30/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
09/27/2019,SOUTHWEST,Premium White,All weights,,
09/27/2019,SOUTHWEST,Breaker (75% lean),All weights,,
09/27/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
09/27/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
09/27/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
09/27/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
09/27/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
09/26/2019,SOUTHWEST,Premium White,All weights,,
09/26/2019,SOUTHWEST,Breaker (75% lean),All weights,,
09/26/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,33,62.39
09/26/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
09/26/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
09/26/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
09/26/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,1,85.00
09/25/2019,SOUTHWEST,Premium White,All weights,,
09/25/2019,SOUTHWEST,Breaker (75% lean),All weights,,
09/25/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
09/25/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
09/25/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
09/25/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
09/25/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
09/24/2019,SOUTHWEST,Premium White,All weights,,
09/24/2019,SOUTHWEST,Breaker (75% lean),All weights,,
09/24/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
09/24/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
09/24/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
09/24/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
09/24/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
09/23/2019,SOUTHWEST,Premium White,All weights,,
09/23/2019,SOUTHWEST,Breaker (75% lean),All weights,,
09/23/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
09/23/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
09/23/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
09/23/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
09/23/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
09/20/2019,SOUTHWEST,Premium White,All weights,,
09/20/2019,SOUTHWEST,Breaker (75% lean),All weights,,
09/20/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,,
09/20/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
09/20/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
09/20/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
09/20/2019,SOUTHWEST,Bull (92% lean),600 lbs and up,,
09/19/2019,SOUTHWEST,Premium White,All weights,,
09/19/2019,SOUTHWEST,Breaker (75% lean),All weights,,
09/19/2019,SOUTHWEST,Boner (85% lean),500 lbs and up,16,65.36
09/19/2019,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
09/19/2019,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
09/19/2019,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
