Report Date,Region Name,Grade,Weight Range,Live Head Count,Live Wtd Avg Price
08/06/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,57,70.04
08/06/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
08/06/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
08/06/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
08/06/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,2,89.50
08/05/2020,SOUTHWEST,Premium White,All weights,,
08/05/2020,SOUTHWEST,Breaker (75% lean),All weights,,
08/05/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,,
08/05/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
08/05/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
08/05/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
08/05/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,,
08/04/2020,SOUTHWEST,Premium White,All weights,,
08/04/2020,SOUTHWEST,Breaker (75% lean),All weights,,
08/04/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,,
08/04/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
08/04/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
08/04/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
08/04/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,,
08/03/2020,SOUTHWEST,Premium White,All weights,,
08/03/2020,SOUTHWEST,Breaker (75% lean),All weights,,
08/03/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,,
08/03/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
08/03/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
08/03/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
08/03/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,,
07/31/2020,SOUTHWEST,Premium White,All weights,,
07/31/2020,SOUTHWEST,Breaker (75% lean),All weights,,
07/31/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,,
07/31/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
07/31/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
07/31/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
07/31/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,,
07/30/2020,SOUTHWEST,Premium White,All weights,,
07/30/2020,SOUTHWEST,Breaker (75% lean),All weights,,
07/30/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,19,67.71
07/30/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
07/30/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
07/30/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
07/30/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,1,88.00
07/29/2020,SOUTHWEST,Premium White,All weights,,
07/29/2020,SOUTHWEST,Breaker (75% lean),All weights,,
07/29/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,30,67.30
07/29/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
07/29/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
07/29/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
07/29/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,3,86.52
07/28/2020,SOUTHWEST,Premium White,All weights,,
07/28/2020,SOUTHWEST,Breaker (75% lean),All weights,,
07/28/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,,
07/28/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
07/28/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
07/28/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
07/28/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,,
07/27/2020,SOUTHWEST,Premium White,All weights,,
07/27/2020,SOUTHWEST,Breaker (75% lean),All weights,,
07/27/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,,
07/27/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
07/27/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
07/27/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
07/27/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,,
07/24/2020,SOUTHWEST,Premium White,All weights,,
07/24/2020,SOUTHWEST,Breaker (75% lean),All weights,,
07/24/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,58,63.97
07/24/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
07/24/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
07/24/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
07/24/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,,
07/23/2020,SOUTHWEST,Premium White,All weights,,
07/23/2020,SOUTHWEST,Breaker (75% lean),All weights,,
07/23/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,34,66.69
07/23/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
07/23/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
07/23/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
07/23/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,1,90.00
07/21/2020,SOUTHWEST,Premium White,All weights,,
07/21/2020,SOUTHWEST,Breaker (75% lean),All weights,,
07/21/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,,
07/21/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
07/21/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
07/21/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
07/21/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,,
07/20/2020,SOUTHWEST,Premium White,All weights,,
07/20/2020,SOUTHWEST,Breaker (75% lean),All weights,,
07/20/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,76,67.83
07/20/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
07/20/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
07/20/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
07/20/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,,
07/17/2020,SOUTHWEST,Premium White,All weights,,
07/17/2020,SOUTHWEST,Breaker (75% lean),All weights,,
07/17/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,,
07/17/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
07/17/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
07/17/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
07/17/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,,
07/16/2020,SOUTHWEST,Premium White,All weights,,
07/16/2020,SOUTHWEST,Breaker (75% lean),All weights,,
07/16/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,36,67.29
07/16/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
07/16/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
07/16/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
07/16/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,,
07/15/2020,SOUTHWEST,Premium White,All weights,,
07/15/2020,SOUTHWEST,Breaker (75% lean),All weights,,
07/15/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,,
07/15/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
07/15/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
07/15/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
07/15/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,,
07/14/2020,SOUTHWEST,Premium White,All weights,,
07/14/2020,SOUTHWEST,Breaker (75% lean),All weights,,
07/14/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,,
07/14/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
07/14/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
07/14/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
07/14/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,,
07/13/2020,SOUTHWEST,Premium White,All weights,,
07/13/2020,SOUTHWEST,Breaker (75% lean),All weights,,
07/13/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,,
07/13/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
07/13/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
07/13/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
07/13/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,,
07/10/2020,SOUTHWEST,Premium White,All weights,,
07/10/2020,SOUTHWEST,Breaker (75% lean),All weights,,
07/10/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,,
07/10/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
07/10/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
07/10/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
07/10/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,,
07/09/2020,SOUTHWEST,Premium White,All weights,,
07/09/2020,SOUTHWEST,Breaker (75% lean),All weights,,
07/09/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,,
07/09/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
07/09/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
07/09/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
07/09/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,,
07/08/2020,SOUTHWEST,Premium White,All weights,,
07/08/2020,SOUTHWEST,Breaker (75% lean),All weights,,
07/08/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,32,69.43
07/08/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
07/08/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
07/08/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
07/08/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,1,92.00
07/07/2020,SOUTHWEST,Premium White,All weights,,
07/07/2020,SOUTHWEST,Breaker (75% lean),All weights,,
07/07/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,,
07/07/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
07/07/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
07/07/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
07/07/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,,
07/06/2020,SOUTHWEST,Premium White,All weights,,
07/06/2020,SOUTHWEST,Breaker (75% lean),All weights,,
07/06/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,,
07/06/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
07/06/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
07/06/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
07/06/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,,
07/02/2020,SOUTHWEST,Premium White,All weights,,
07/02/2020,SOUTHWEST,Breaker (75% lean),All weights,,
07/02/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,73,68.77
07/02/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
07/02/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
07/02/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
07/02/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,1,94.00
07/01/2020,SOUTHWEST,Premium White,All weights,,
07/01/2020,SOUTHWEST,Breaker (75% lean),All weights,,
07/01/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,33,73.14
07/01/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
07/01/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
07/01/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
07/01/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,1,96.00
06/30/2020,SOUTHWEST,Premium White,All weights,,
06/30/2020,SOUTHWEST,Breaker (75% lean),All weights,,
06/30/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,,
06/30/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
06/30/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
06/30/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
06/30/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,,
06/29/2020,SOUTHWEST,Premium White,All weights,,
06/29/2020,SOUTHWEST,Breaker (75% lean),All weights,,
06/29/2020,SOUTHWEST,Boner (85% lean),500 lbs and up,,
06/29/2020,SOUTHWEST,Boner (85% lean),Under 500 lbs,,
06/29/2020,SOUTHWEST,Cutter (90% lean),500 lbs and up,,
06/29/2020,SOUTHWEST,Cutter (90% lean),Under 500 lbs,,
06/29/2020,SOUTHWEST,Bull (92% lean),600 lbs and up,,
