Report Date,Class Description,Selling Basis,Grade Description,Previous Month Confirmed,Average Weight,Weighted Avg Price
05/01/2006,STEER,DRESSED DELIVERED,Total all grades,"6,457",749,127.50
05/01/2006,STEER,LIVE FOB,Over 80% Choice,142,"1,275",84.50
05/01/2006,STEER,LIVE FOB,65 - 80% Choice,"3,713","1,247",82.67
05/01/2006,STEER,LIVE FOB,35 - 65% Choice,"90,508","1,234",82.09
05/01/2006,STEER,LIVE FOB, 0 - 35% Choice,"12,367","1,234",82.46
05/01/2006,STEER,LIVE FOB,Total all grades,"106,730","1,234",82.15
05/01/2006,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
05/01/2006,HEIFER,DRESSED DELIVERED,65 - 80% Choice,45,750,132.00
05/01/2006,HEIFER,DRESSED DELIVERED,35 - 65% Choice,"1,509",710,129.25
05/01/2006,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
05/01/2006,HEIFER,DRESSED DELIVERED,Total all grades,"1,554",711,129.33
05/01/2006,HEIFER,LIVE FOB,Over 80% Choice,272,"1,154",79.29
05/01/2006,HEIFER,LIVE FOB,65 - 80% Choice,"2,328","1,128",82.32
05/01/2006,HEIFER,LIVE FOB,35 - 65% Choice,"59,694","1,118",81.81
05/01/2006,HEIFER,LIVE FOB, 0 - 35% Choice,"4,446","1,122",82.73
05/01/2006,HEIFER,LIVE FOB,Total all grades,"66,740","1,119",81.88
04/03/2006,STEER,DRESSED DELIVERED,Over 80% Choice,,,
04/03/2006,STEER,DRESSED DELIVERED,65 - 80% Choice,160,775,136.00
04/03/2006,STEER,DRESSED DELIVERED,35 - 65% Choice,"6,389",746,133.37
04/03/2006,STEER,DRESSED DELIVERED, 0 - 35% Choice,548,785,130.00
04/03/2006,STEER,DRESSED DELIVERED,Total all grades,"7,097",750,133.17
04/03/2006,STEER,LIVE FOB,Over 80% Choice,116,"1,257",85.34
04/03/2006,STEER,LIVE FOB,65 - 80% Choice,"5,275","1,239",86.02
04/03/2006,STEER,LIVE FOB,35 - 65% Choice,"128,228","1,233",86.06
04/03/2006,STEER,LIVE FOB, 0 - 35% Choice,"19,071","1,244",85.73
04/03/2006,STEER,LIVE FOB,Total all grades,"152,690","1,235",86.01
04/03/2006,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
04/03/2006,HEIFER,DRESSED DELIVERED,65 - 80% Choice,215,700,135.00
04/03/2006,HEIFER,DRESSED DELIVERED,35 - 65% Choice,"1,909",692,134.75
04/03/2006,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
04/03/2006,HEIFER,DRESSED DELIVERED,Total all grades,"2,124",693,134.77
04/03/2006,HEIFER,LIVE FOB,Over 80% Choice,113,"1,189",88.00
04/03/2006,HEIFER,LIVE FOB,65 - 80% Choice,"3,723","1,134",86.85
04/03/2006,HEIFER,LIVE FOB,35 - 65% Choice,"77,114","1,130",86.14
04/03/2006,HEIFER,LIVE FOB, 0 - 35% Choice,"5,592","1,134",86.01
04/03/2006,HEIFER,LIVE FOB,Total all grades,"86,542","1,131",86.16
03/01/2006,STEER,DRESSED DELIVERED,Over 80% Choice,,,
03/01/2006,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
03/01/2006,STEER,DRESSED DELIVERED,35 - 65% Choice,"3,863",751,139.50
03/01/2006,STEER,DRESSED DELIVERED, 0 - 35% Choice,46,698,138.50
03/01/2006,STEER,DRESSED DELIVERED,Total all grades,"3,909",751,139.49
03/01/2006,STEER,LIVE FOB,Over 80% Choice,37,"1,250",92.00
03/01/2006,STEER,LIVE FOB,65 - 80% Choice,"1,275","1,235",90.86
03/01/2006,STEER,LIVE FOB,35 - 65% Choice,"60,808","1,242",90.05
03/01/2006,STEER,LIVE FOB, 0 - 35% Choice,"9,220","1,264",89.32
03/01/2006,STEER,LIVE FOB,Total all grades,"71,340","1,244",89.97
03/01/2006,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
03/01/2006,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
03/01/2006,HEIFER,DRESSED DELIVERED,35 - 65% Choice,"1,771",696,144.01
03/01/2006,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
03/01/2006,HEIFER,DRESSED DELIVERED,Total all grades,"1,771",696,144.01
03/01/2006,HEIFER,LIVE FOB,Over 80% Choice,366,"1,210",89.34
03/01/2006,HEIFER,LIVE FOB,65 - 80% Choice,"4,010","1,129",89.75
03/01/2006,HEIFER,LIVE FOB,35 - 65% Choice,"41,407","1,135",89.99
03/01/2006,HEIFER,LIVE FOB, 0 - 35% Choice,"2,877","1,123",89.90
03/01/2006,HEIFER,LIVE FOB,Total all grades,"48,660","1,135",89.96
02/01/2006,STEER,DRESSED DELIVERED,Over 80% Choice,,,
02/01/2006,STEER,DRESSED DELIVERED,65 - 80% Choice,80,800,151.00
02/01/2006,STEER,DRESSED DELIVERED,35 - 65% Choice,"2,173",724,147.69
02/01/2006,STEER,DRESSED DELIVERED, 0 - 35% Choice,90,683,148.50
02/01/2006,STEER,DRESSED DELIVERED,Total all grades,"2,343",725,147.83
02/01/2006,STEER,LIVE FOB,Over 80% Choice,120,"1,292",94.33
02/01/2006,STEER,LIVE FOB,65 - 80% Choice,"3,209","1,276",95.08
02/01/2006,STEER,LIVE FOB,35 - 65% Choice,"80,262","1,238",94.99
02/01/2006,STEER,LIVE FOB, 0 - 35% Choice,"7,079","1,268",94.87
02/01/2006,STEER,LIVE FOB,Total all grades,"90,670","1,242",94.98
02/01/2006,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
02/01/2006,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
02/01/2006,HEIFER,DRESSED DELIVERED,35 - 65% Choice,368,682,150.48
02/01/2006,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
02/01/2006,HEIFER,DRESSED DELIVERED,Total all grades,368,682,150.48
02/01/2006,HEIFER,LIVE FOB,Over 80% Choice,370,"1,212",95.01
02/01/2006,HEIFER,LIVE FOB,65 - 80% Choice,"3,093","1,171",94.66
02/01/2006,HEIFER,LIVE FOB,35 - 65% Choice,"47,128","1,121",95.11
02/01/2006,HEIFER,LIVE FOB, 0 - 35% Choice,"2,071","1,122",94.87
02/01/2006,HEIFER,LIVE FOB,Total all grades,"52,662","1,125",95.07
01/03/2006,STEER,DRESSED DELIVERED,Over 80% Choice,,,
01/03/2006,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
01/03/2006,STEER,DRESSED DELIVERED,35 - 65% Choice,470,754,145.95
01/03/2006,STEER,DRESSED DELIVERED, 0 - 35% Choice,40,696,149.00
01/03/2006,STEER,DRESSED DELIVERED,Total all grades,510,749,146.19
01/03/2006,STEER,LIVE FOB,Over 80% Choice,,,
01/03/2006,STEER,LIVE FOB,65 - 80% Choice,"3,221","1,299",92.68
01/03/2006,STEER,LIVE FOB,35 - 65% Choice,"99,095","1,249",93.70
01/03/2006,STEER,LIVE FOB, 0 - 35% Choice,"13,285","1,274",93.53
01/03/2006,STEER,LIVE FOB,Total all grades,"115,601","1,253",93.65
01/03/2006,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
01/03/2006,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
01/03/2006,HEIFER,DRESSED DELIVERED,35 - 65% Choice,"2,139",714,151.81
01/03/2006,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,95,673,152.25
01/03/2006,HEIFER,DRESSED DELIVERED,Total all grades,"2,234",712,151.83
01/03/2006,HEIFER,LIVE FOB,Over 80% Choice,346,"1,210",92.40
01/03/2006,HEIFER,LIVE FOB,65 - 80% Choice,"3,089","1,139",94.09
01/03/2006,HEIFER,LIVE FOB,35 - 65% Choice,"63,055","1,134",93.42
01/03/2006,HEIFER,LIVE FOB, 0 - 35% Choice,"2,128","1,139",94.11
01/03/2006,HEIFER,LIVE FOB,Total all grades,"68,618","1,135",93.47
12/01/2005,STEER,DRESSED DELIVERED,Over 80% Choice,,,
12/01/2005,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
12/01/2005,STEER,DRESSED DELIVERED,35 - 65% Choice,186,763,144.22
12/01/2005,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
12/01/2005,STEER,DRESSED DELIVERED,Total all grades,186,763,144.22
12/01/2005,STEER,LIVE FOB,Over 80% Choice,,,
12/01/2005,STEER,LIVE FOB,65 - 80% Choice,"1,756","1,330",90.17
12/01/2005,STEER,LIVE FOB,35 - 65% Choice,"75,683","1,271",90.48
12/01/2005,STEER,LIVE FOB, 0 - 35% Choice,"13,247","1,267",90.81
12/01/2005,STEER,LIVE FOB,Total all grades,"90,686","1,272",90.52
12/01/2005,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
12/01/2005,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
12/01/2005,HEIFER,DRESSED DELIVERED,35 - 65% Choice,"1,253",683,144.85
12/01/2005,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
12/01/2005,HEIFER,DRESSED DELIVERED,Total all grades,"1,253",683,144.85
12/01/2005,HEIFER,LIVE FOB,Over 80% Choice,179,"1,244",91.00
12/01/2005,HEIFER,LIVE FOB,65 - 80% Choice,"4,086","1,171",90.63
12/01/2005,HEIFER,LIVE FOB,35 - 65% Choice,"59,077","1,149",90.57
12/01/2005,HEIFER,LIVE FOB, 0 - 35% Choice,"4,560","1,148",90.74
12/01/2005,HEIFER,LIVE FOB,Total all grades,"67,902","1,150",90.58
11/01/2005,STEER,DRESSED DELIVERED,Over 80% Choice,,,
11/01/2005,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
11/01/2005,STEER,DRESSED DELIVERED,35 - 65% Choice,382,775,139.00
11/01/2005,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
11/01/2005,STEER,DRESSED DELIVERED,Total all grades,382,775,139.00
11/01/2005,STEER,LIVE FOB,Over 80% Choice,,,
11/01/2005,STEER,LIVE FOB,65 - 80% Choice,"2,353","1,311",88.49
11/01/2005,STEER,LIVE FOB,35 - 65% Choice,"89,780","1,275",88.11
11/01/2005,STEER,LIVE FOB, 0 - 35% Choice,"12,029","1,287",87.96
11/01/2005,STEER,LIVE FOB,Total all grades,"104,162","1,277",88.10
11/01/2005,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
11/01/2005,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
11/01/2005,HEIFER,DRESSED DELIVERED,35 - 65% Choice,123,699,137.07
11/01/2005,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
11/01/2005,HEIFER,DRESSED DELIVERED,Total all grades,123,699,137.07
11/01/2005,HEIFER,LIVE FOB,Over 80% Choice,,,
11/01/2005,HEIFER,LIVE FOB,65 - 80% Choice,"3,053","1,189",88.53
11/01/2005,HEIFER,LIVE FOB,35 - 65% Choice,"72,136","1,150",88.23
11/01/2005,HEIFER,LIVE FOB, 0 - 35% Choice,"2,476","1,158",87.96
11/01/2005,HEIFER,LIVE FOB,Total all grades,"77,665","1,152",88.24
10/03/2005,STEER,DRESSED DELIVERED,Over 80% Choice,,,
10/03/2005,STEER,DRESSED DELIVERED,65 - 80% Choice,160,775,130.13
10/03/2005,STEER,DRESSED DELIVERED,35 - 65% Choice,"8,754",751,131.48
10/03/2005,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
10/03/2005,STEER,DRESSED DELIVERED,Total all grades,"8,914",752,131.45
10/03/2005,STEER,LIVE FOB,Over 80% Choice,218,"1,292",84.00
10/03/2005,STEER,LIVE FOB,65 - 80% Choice,"3,052","1,295",84.76
10/03/2005,STEER,LIVE FOB,35 - 65% Choice,"116,637","1,275",84.91
10/03/2005,STEER,LIVE FOB, 0 - 35% Choice,"24,273","1,282",85.22
10/03/2005,STEER,LIVE FOB,Total all grades,"144,180","1,277",84.96
10/03/2005,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
10/03/2005,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
10/03/2005,HEIFER,DRESSED DELIVERED,35 - 65% Choice,"2,012",709,132.09
10/03/2005,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
10/03/2005,HEIFER,DRESSED DELIVERED,Total all grades,"2,012",709,132.09
10/03/2005,HEIFER,LIVE FOB,Over 80% Choice,,,
10/03/2005,HEIFER,LIVE FOB,65 - 80% Choice,"4,367","1,163",85.43
10/03/2005,HEIFER,LIVE FOB,35 - 65% Choice,"85,392","1,152",84.93
10/03/2005,HEIFER,LIVE FOB, 0 - 35% Choice,"7,012","1,133",85.49
10/03/2005,HEIFER,LIVE FOB,Total all grades,"96,771","1,151",85.00
09/01/2005,STEER,DRESSED DELIVERED,Over 80% Choice,120,750,130.00
09/01/2005,STEER,DRESSED DELIVERED,65 - 80% Choice,320,769,127.63
09/01/2005,STEER,DRESSED DELIVERED,35 - 65% Choice,"12,475",751,125.99
09/01/2005,STEER,DRESSED DELIVERED, 0 - 35% Choice,974,824,124.40
09/01/2005,STEER,DRESSED DELIVERED,Total all grades,"13,889",756,125.95
09/01/2005,STEER,LIVE FOB,Over 80% Choice,,,
09/01/2005,STEER,LIVE FOB,65 - 80% Choice,"5,198","1,279",81.17
09/01/2005,STEER,LIVE FOB,35 - 65% Choice,"87,511","1,269",80.96
09/01/2005,STEER,LIVE FOB, 0 - 35% Choice,"23,153","1,274",80.80
09/01/2005,STEER,LIVE FOB,Total all grades,"115,862","1,270",80.94
09/01/2005,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
09/01/2005,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
09/01/2005,HEIFER,DRESSED DELIVERED,35 - 65% Choice,"1,950",715,126.82
09/01/2005,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
09/01/2005,HEIFER,DRESSED DELIVERED,Total all grades,"1,950",715,126.82
09/01/2005,HEIFER,LIVE FOB,Over 80% Choice,70,"1,150",82.50
09/01/2005,HEIFER,LIVE FOB,65 - 80% Choice,"4,837","1,174",81.07
09/01/2005,HEIFER,LIVE FOB,35 - 65% Choice,"62,833","1,149",80.89
09/01/2005,HEIFER,LIVE FOB, 0 - 35% Choice,"6,231","1,141",80.63
09/01/2005,HEIFER,LIVE FOB,Total all grades,"73,971","1,150",80.88
08/01/2005,STEER,DRESSED DELIVERED,Over 80% Choice,,,
08/01/2005,STEER,DRESSED DELIVERED,65 - 80% Choice,200,760,127.50
08/01/2005,STEER,DRESSED DELIVERED,35 - 65% Choice,"12,008",751,126.69
08/01/2005,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
08/01/2005,STEER,DRESSED DELIVERED,Total all grades,"12,208",751,126.70
08/01/2005,STEER,LIVE FOB,Over 80% Choice,431,"1,380",82.00
08/01/2005,STEER,LIVE FOB,65 - 80% Choice,"2,737","1,291",80.89
08/01/2005,STEER,LIVE FOB,35 - 65% Choice,"106,314","1,264",80.67
08/01/2005,STEER,LIVE FOB, 0 - 35% Choice,"17,480","1,246",80.95
08/01/2005,STEER,LIVE FOB,Total all grades,"126,962","1,262",80.72
08/01/2005,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
08/01/2005,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
08/01/2005,HEIFER,DRESSED DELIVERED,35 - 65% Choice,800,706,126.40
08/01/2005,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
08/01/2005,HEIFER,DRESSED DELIVERED,Total all grades,800,706,126.40
08/01/2005,HEIFER,LIVE FOB,Over 80% Choice,116,"1,170",80.39
08/01/2005,HEIFER,LIVE FOB,65 - 80% Choice,"3,418","1,153",80.88
08/01/2005,HEIFER,LIVE FOB,35 - 65% Choice,"73,434","1,134",80.68
08/01/2005,HEIFER,LIVE FOB, 0 - 35% Choice,"7,210","1,132",80.66
08/01/2005,HEIFER,LIVE FOB,Total all grades,"84,178","1,135",80.69
07/01/2005,STEER,DRESSED DELIVERED,Over 80% Choice,80,800,138.00
07/01/2005,STEER,DRESSED DELIVERED,65 - 80% Choice,295,741,133.92
07/01/2005,STEER,DRESSED DELIVERED,35 - 65% Choice,"9,524",730,129.85
07/01/2005,STEER,DRESSED DELIVERED, 0 - 35% Choice,"2,134",804,129.67
07/01/2005,STEER,DRESSED DELIVERED,Total all grades,"12,033",744,129.97
07/01/2005,STEER,LIVE FOB,Over 80% Choice,,,
07/01/2005,STEER,LIVE FOB,65 - 80% Choice,"2,994","1,284",85.59
07/01/2005,STEER,LIVE FOB,35 - 65% Choice,"91,310","1,234",84.90
07/01/2005,STEER,LIVE FOB, 0 - 35% Choice,"13,904","1,234",84.39
07/01/2005,STEER,LIVE FOB,Total all grades,"108,208","1,236",84.86
07/01/2005,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
07/01/2005,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
07/01/2005,HEIFER,DRESSED DELIVERED,35 - 65% Choice,"1,655",691,130.07
07/01/2005,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,390,694,129.91
07/01/2005,HEIFER,DRESSED DELIVERED,Total all grades,"2,045",692,130.04
07/01/2005,HEIFER,LIVE FOB,Over 80% Choice,68,"1,100",86.00
07/01/2005,HEIFER,LIVE FOB,65 - 80% Choice,"2,197","1,123",84.75
07/01/2005,HEIFER,LIVE FOB,35 - 65% Choice,"49,498","1,109",84.86
07/01/2005,HEIFER,LIVE FOB, 0 - 35% Choice,"3,847","1,089",85.08
07/01/2005,HEIFER,LIVE FOB,Total all grades,"55,610","1,108",84.87
06/01/2005,STEER,DRESSED DELIVERED,Over 80% Choice,349,762,143.40
06/01/2005,STEER,DRESSED DELIVERED,65 - 80% Choice,298,705,139.38
06/01/2005,STEER,DRESSED DELIVERED,35 - 65% Choice,"6,098",727,140.75
06/01/2005,STEER,DRESSED DELIVERED, 0 - 35% Choice,29,700,139.00
06/01/2005,STEER,DRESSED DELIVERED,Total all grades,"6,774",728,140.82
06/01/2005,STEER,LIVE FOB,Over 80% Choice,75,"1,225",89.50
06/01/2005,STEER,LIVE FOB,65 - 80% Choice,"1,425","1,186",89.01
06/01/2005,STEER,LIVE FOB,35 - 65% Choice,"91,603","1,201",89.52
06/01/2005,STEER,LIVE FOB, 0 - 35% Choice,"13,713","1,211",89.57
06/01/2005,STEER,LIVE FOB,Total all grades,"106,816","1,202",89.52
06/01/2005,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
06/01/2005,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
06/01/2005,HEIFER,DRESSED DELIVERED,35 - 65% Choice,"1,970",708,142.16
06/01/2005,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,116,781,141.50
06/01/2005,HEIFER,DRESSED DELIVERED,Total all grades,"2,086",712,142.12
06/01/2005,HEIFER,LIVE FOB,Over 80% Choice,11,"1,125",87.00
06/01/2005,HEIFER,LIVE FOB,65 - 80% Choice,"1,501","1,110",89.92
06/01/2005,HEIFER,LIVE FOB,35 - 65% Choice,"52,895","1,101",89.44
06/01/2005,HEIFER,LIVE FOB, 0 - 35% Choice,"4,431","1,083",88.92
06/01/2005,HEIFER,LIVE FOB,Total all grades,"58,838","1,100",89.41
05/02/2005,STEER,DRESSED DELIVERED,Over 80% Choice,160,800,148.00
05/02/2005,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
05/02/2005,STEER,DRESSED DELIVERED,35 - 65% Choice,"5,516",718,142.99
05/02/2005,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
05/02/2005,STEER,DRESSED DELIVERED,Total all grades,"5,676",720,143.13
05/02/2005,STEER,LIVE FOB,Over 80% Choice,170,"1,250",91.72
05/02/2005,STEER,LIVE FOB,65 - 80% Choice,"3,246","1,213",91.48
05/02/2005,STEER,LIVE FOB,35 - 65% Choice,"135,585","1,198",92.00
05/02/2005,STEER,LIVE FOB, 0 - 35% Choice,"19,254","1,202",92.24
05/02/2005,STEER,LIVE FOB,Total all grades,"158,255","1,198",92.01
05/02/2005,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
05/02/2005,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
05/02/2005,HEIFER,DRESSED DELIVERED,35 - 65% Choice,"1,239",679,144.74
05/02/2005,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
05/02/2005,HEIFER,DRESSED DELIVERED,Total all grades,"1,239",679,144.74
05/02/2005,HEIFER,LIVE FOB,Over 80% Choice,480,"1,171",92.92
05/02/2005,HEIFER,LIVE FOB,65 - 80% Choice,"4,618","1,102",92.14
05/02/2005,HEIFER,LIVE FOB,35 - 65% Choice,"76,264","1,095",92.27
05/02/2005,HEIFER,LIVE FOB, 0 - 35% Choice,"5,799","1,097",92.25
05/02/2005,HEIFER,LIVE FOB,Total all grades,"87,161","1,096",92.26
04/01/2005,STEER,DRESSED DELIVERED,Over 80% Choice,,,
04/01/2005,STEER,DRESSED DELIVERED,65 - 80% Choice,204,750,145.02
04/01/2005,STEER,DRESSED DELIVERED,35 - 65% Choice,"5,430",736,142.31
04/01/2005,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
04/01/2005,STEER,DRESSED DELIVERED,Total all grades,"5,634",737,142.41
04/01/2005,STEER,LIVE FOB,Over 80% Choice,160,"1,285",90.50
04/01/2005,STEER,LIVE FOB,65 - 80% Choice,"1,809","1,231",90.73
04/01/2005,STEER,LIVE FOB,35 - 65% Choice,"114,655","1,207",90.57
04/01/2005,STEER,LIVE FOB, 0 - 35% Choice,"23,231","1,221",90.70
04/01/2005,STEER,LIVE FOB,Total all grades,"139,855","1,210",90.60
04/01/2005,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
04/01/2005,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
04/01/2005,HEIFER,DRESSED DELIVERED,35 - 65% Choice,"1,572",702,142.46
04/01/2005,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
04/01/2005,HEIFER,DRESSED DELIVERED,Total all grades,"1,572",702,142.46
04/01/2005,HEIFER,LIVE FOB,Over 80% Choice,38,"1,189",90.00
04/01/2005,HEIFER,LIVE FOB,65 - 80% Choice,"3,819","1,144",91.36
04/01/2005,HEIFER,LIVE FOB,35 - 65% Choice,"70,499","1,104",90.86
04/01/2005,HEIFER,LIVE FOB, 0 - 35% Choice,"8,223","1,109",90.93
04/01/2005,HEIFER,LIVE FOB,Total all grades,"82,579","1,107",90.89
03/01/2005,STEER,DRESSED DELIVERED,Over 80% Choice,,,
03/01/2005,STEER,DRESSED DELIVERED,65 - 80% Choice,40,750,142.00
03/01/2005,STEER,DRESSED DELIVERED,35 - 65% Choice,"4,618",727,138.92
03/01/2005,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
03/01/2005,STEER,DRESSED DELIVERED,Total all grades,"4,658",727,138.94
03/01/2005,STEER,LIVE FOB,Over 80% Choice,51,"1,285",90.00
03/01/2005,STEER,LIVE FOB,65 - 80% Choice,"2,502","1,204",88.90
03/01/2005,STEER,LIVE FOB,35 - 65% Choice,"73,029","1,209",88.80
03/01/2005,STEER,LIVE FOB, 0 - 35% Choice,"12,706","1,220",88.30
03/01/2005,STEER,LIVE FOB,Total all grades,"88,288","1,211",88.73
03/01/2005,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
03/01/2005,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
03/01/2005,HEIFER,DRESSED DELIVERED,35 - 65% Choice,598,701,137.84
03/01/2005,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
03/01/2005,HEIFER,DRESSED DELIVERED,Total all grades,598,701,137.84
