Report Date,Class Description,Selling Basis,Grade Description,Previous Month Confirmed,Average Weight,Weighted Avg Price
09/07/2022,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
09/07/2022,HEIFER,DRESSED DELIVERED,Total all grades,,,
09/07/2022,HEIFER,DRESSED FOB,Over 80% Choice,,,
09/07/2022,HEIFER,DRESSED FOB,65 - 80% Choice,,,
09/07/2022,HEIFER,DRESSED FOB,35 - 65% Choice,,,
09/07/2022,HEIFER,DRESSED FOB, 0 - 35% Choice,,,
09/07/2022,HEIFER,DRESSED FOB,Total all grades,,,
09/07/2022,MIXED STEER/HEIFER,LIVE FOB,Over 80% Choice,889,"1,255",140.74
09/07/2022,MIXED STEER/HEIFER,LIVE FOB,65 - 80% Choice,"5,172","1,252",139.56
09/07/2022,MIXED STEER/HEIFER,LIVE FOB,35 - 65% Choice,507,"1,281",140.73
09/07/2022,MIXED STEER/HEIFER,LIVE FOB, 0 - 35% Choice,,,
09/07/2022,MIXED STEER/HEIFER,LIVE FOB,Total all grades,"6,568","1,255",139.81
09/07/2022,MIXED STEER/HEIFER,LIVE DELIVERED,Over 80% Choice,,,
09/07/2022,MIXED STEER/HEIFER,LIVE DELIVERED,65 - 80% Choice,,,
09/07/2022,MIXED STEER/HEIFER,LIVE DELIVERED,35 - 65% Choice,38,"1,190",139.50
09/07/2022,MIXED STEER/HEIFER,LIVE DELIVERED, 0 - 35% Choice,,,
09/07/2022,MIXED STEER/HEIFER,LIVE DELIVERED,Total all grades,38,"1,190",139.50
09/07/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
09/07/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
09/07/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
09/07/2022,MIXED STEER/HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
09/07/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,Total all grades,,,
09/07/2022,MIXED STEER/HEIFER,DRESSED FOB,Over 80% Choice,,,
09/07/2022,MIXED STEER/HEIFER,DRESSED FOB,65 - 80% Choice,,,
09/07/2022,MIXED STEER/HEIFER,DRESSED FOB,35 - 65% Choice,,,
09/07/2022,MIXED STEER/HEIFER,DRESSED FOB, 0 - 35% Choice,,,
09/07/2022,MIXED STEER/HEIFER,DRESSED FOB,Total all grades,,,
09/07/2022,ALL BEEF TYPE,LIVE FOB,Total all grades,"42,448","1,291",139.70
09/07/2022,ALL BEEF TYPE,LIVE DELIVERED,Total all grades,212,"1,345",141.14
09/07/2022,ALL BEEF TYPE,DRESSED DELIVERED,Total all grades,,,
09/07/2022,ALL BEEF TYPE,DRESSED FOB,Total all grades,,,
08/05/2022,STEER,LIVE FOB,Over 80% Choice,"1,334","1,418",136.28
08/05/2022,STEER,LIVE FOB,65 - 80% Choice,"6,465","1,349",136.25
08/05/2022,STEER,LIVE FOB,35 - 65% Choice,"3,608","1,266",136.05
08/05/2022,STEER,LIVE FOB, 0 - 35% Choice,,,
08/05/2022,STEER,LIVE FOB,Total all grades,"11,407","1,331",136.19
08/05/2022,STEER,LIVE DELIVERED,Over 80% Choice,37,"1,350",138.00
08/05/2022,STEER,LIVE DELIVERED,65 - 80% Choice,,,
08/05/2022,STEER,LIVE DELIVERED,35 - 65% Choice,48,"1,370",138.00
08/05/2022,STEER,LIVE DELIVERED, 0 - 35% Choice,,,
08/05/2022,STEER,LIVE DELIVERED,Total all grades,85,"1,361",138.00
08/05/2022,STEER,DRESSED DELIVERED,Over 80% Choice,,,
08/05/2022,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
08/05/2022,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
08/05/2022,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
08/05/2022,STEER,DRESSED DELIVERED,Total all grades,,,
08/05/2022,STEER,DRESSED FOB,Over 80% Choice,,,
08/05/2022,STEER,DRESSED FOB,65 - 80% Choice,,,
08/05/2022,STEER,DRESSED FOB,35 - 65% Choice,,,
08/05/2022,STEER,DRESSED FOB, 0 - 35% Choice,,,
08/05/2022,STEER,DRESSED FOB,Total all grades,,,
08/05/2022,HEIFER,LIVE FOB,Over 80% Choice,"2,518","1,273",136.62
08/05/2022,HEIFER,LIVE FOB,65 - 80% Choice,"7,701","1,192",136.40
08/05/2022,HEIFER,LIVE FOB,35 - 65% Choice,"1,630","1,206",136.10
08/05/2022,HEIFER,LIVE FOB, 0 - 35% Choice,,,
08/05/2022,HEIFER,LIVE FOB,Total all grades,"11,849","1,211",136.41
08/05/2022,HEIFER,LIVE DELIVERED,Over 80% Choice,,,
08/05/2022,HEIFER,LIVE DELIVERED,65 - 80% Choice,,,
08/05/2022,HEIFER,LIVE DELIVERED,35 - 65% Choice,,,
08/05/2022,HEIFER,LIVE DELIVERED, 0 - 35% Choice,,,
08/05/2022,HEIFER,LIVE DELIVERED,Total all grades,,,
08/05/2022,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
08/05/2022,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
08/05/2022,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
08/05/2022,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
08/05/2022,HEIFER,DRESSED DELIVERED,Total all grades,,,
08/05/2022,HEIFER,DRESSED FOB,Over 80% Choice,,,
08/05/2022,HEIFER,DRESSED FOB,65 - 80% Choice,,,
08/05/2022,HEIFER,DRESSED FOB,35 - 65% Choice,,,
08/05/2022,HEIFER,DRESSED FOB, 0 - 35% Choice,,,
08/05/2022,HEIFER,DRESSED FOB,Total all grades,,,
08/05/2022,MIXED STEER/HEIFER,LIVE FOB,Over 80% Choice,733,"1,330",136.33
08/05/2022,MIXED STEER/HEIFER,LIVE FOB,65 - 80% Choice,"2,246","1,267",136.27
08/05/2022,MIXED STEER/HEIFER,LIVE FOB,35 - 65% Choice,"1,004","1,253",136.25
08/05/2022,MIXED STEER/HEIFER,LIVE FOB, 0 - 35% Choice,,,
08/05/2022,MIXED STEER/HEIFER,LIVE FOB,Total all grades,"3,983","1,275",136.28
08/05/2022,MIXED STEER/HEIFER,LIVE DELIVERED,Over 80% Choice,,,
08/05/2022,MIXED STEER/HEIFER,LIVE DELIVERED,65 - 80% Choice,12,"1,350",136.00
08/05/2022,MIXED STEER/HEIFER,LIVE DELIVERED,35 - 65% Choice,32,"1,250",137.00
08/05/2022,MIXED STEER/HEIFER,LIVE DELIVERED, 0 - 35% Choice,,,
08/05/2022,MIXED STEER/HEIFER,LIVE DELIVERED,Total all grades,44,"1,277",136.73
08/05/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
08/05/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
08/05/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
08/05/2022,MIXED STEER/HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
08/05/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,Total all grades,,,
08/05/2022,MIXED STEER/HEIFER,DRESSED FOB,Over 80% Choice,,,
08/05/2022,MIXED STEER/HEIFER,DRESSED FOB,65 - 80% Choice,,,
08/05/2022,MIXED STEER/HEIFER,DRESSED FOB,35 - 65% Choice,,,
08/05/2022,MIXED STEER/HEIFER,DRESSED FOB, 0 - 35% Choice,,,
08/05/2022,MIXED STEER/HEIFER,DRESSED FOB,Total all grades,,,
08/05/2022,ALL BEEF TYPE,LIVE FOB,Total all grades,"27,239","1,271",136.30
08/05/2022,ALL BEEF TYPE,LIVE DELIVERED,Total all grades,129,"1,333",137.57
08/05/2022,ALL BEEF TYPE,DRESSED DELIVERED,Total all grades,,,
08/05/2022,ALL BEEF TYPE,DRESSED FOB,Total all grades,,,
07/06/2022,STEER,LIVE FOB,Over 80% Choice,"3,438","1,395",137.10
07/06/2022,STEER,LIVE FOB,65 - 80% Choice,"10,329","1,328",136.86
07/06/2022,STEER,LIVE FOB,35 - 65% Choice,"3,835","1,301",136.97
07/06/2022,STEER,LIVE FOB, 0 - 35% Choice,179,"1,357",135.95
07/06/2022,STEER,LIVE FOB,Total all grades,"17,781","1,335",136.92
07/06/2022,STEER,LIVE DELIVERED,Over 80% Choice,,,
07/06/2022,STEER,LIVE DELIVERED,65 - 80% Choice,74,"1,275",139.00
07/06/2022,STEER,LIVE DELIVERED,35 - 65% Choice,,,
07/06/2022,STEER,LIVE DELIVERED, 0 - 35% Choice,,,
07/06/2022,STEER,LIVE DELIVERED,Total all grades,74,"1,275",139.00
07/06/2022,STEER,DRESSED DELIVERED,Over 80% Choice,,,
07/06/2022,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
07/06/2022,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
07/06/2022,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
07/06/2022,STEER,DRESSED DELIVERED,Total all grades,,,
07/06/2022,STEER,DRESSED FOB,Over 80% Choice,,,
07/06/2022,STEER,DRESSED FOB,65 - 80% Choice,,,
07/06/2022,STEER,DRESSED FOB,35 - 65% Choice,,,
07/06/2022,STEER,DRESSED FOB, 0 - 35% Choice,,,
07/06/2022,STEER,DRESSED FOB,Total all grades,,,
07/06/2022,HEIFER,LIVE FOB,Over 80% Choice,"3,005","1,273",136.85
07/06/2022,HEIFER,LIVE FOB,65 - 80% Choice,"7,122","1,212",137.12
07/06/2022,HEIFER,LIVE FOB,35 - 65% Choice,725,"1,162",137.43
07/06/2022,HEIFER,LIVE FOB, 0 - 35% Choice,,,
07/06/2022,HEIFER,LIVE FOB,Total all grades,"10,852","1,226",137.07
07/06/2022,HEIFER,LIVE DELIVERED,Over 80% Choice,37,"1,350",136.00
07/06/2022,HEIFER,LIVE DELIVERED,65 - 80% Choice,,,
07/06/2022,HEIFER,LIVE DELIVERED,35 - 65% Choice,43,"1,225",138.00
07/06/2022,HEIFER,LIVE DELIVERED, 0 - 35% Choice,,,
07/06/2022,HEIFER,LIVE DELIVERED,Total all grades,80,"1,283",137.08
07/06/2022,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
07/06/2022,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
07/06/2022,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
07/06/2022,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
07/06/2022,HEIFER,DRESSED DELIVERED,Total all grades,,,
07/06/2022,HEIFER,DRESSED FOB,Over 80% Choice,,,
07/06/2022,HEIFER,DRESSED FOB,65 - 80% Choice,,,
07/06/2022,HEIFER,DRESSED FOB,35 - 65% Choice,,,
07/06/2022,HEIFER,DRESSED FOB, 0 - 35% Choice,,,
07/06/2022,HEIFER,DRESSED FOB,Total all grades,,,
07/06/2022,MIXED STEER/HEIFER,LIVE FOB,Over 80% Choice,"2,934","1,302",136.16
07/06/2022,MIXED STEER/HEIFER,LIVE FOB,65 - 80% Choice,"4,774","1,258",137.03
07/06/2022,MIXED STEER/HEIFER,LIVE FOB,35 - 65% Choice,983,"1,222",136.25
07/06/2022,MIXED STEER/HEIFER,LIVE FOB, 0 - 35% Choice,,,
07/06/2022,MIXED STEER/HEIFER,LIVE FOB,Total all grades,"8,691","1,269",136.64
07/06/2022,MIXED STEER/HEIFER,LIVE DELIVERED,Over 80% Choice,,,
07/06/2022,MIXED STEER/HEIFER,LIVE DELIVERED,65 - 80% Choice,,,
07/06/2022,MIXED STEER/HEIFER,LIVE DELIVERED,35 - 65% Choice,,,
07/06/2022,MIXED STEER/HEIFER,LIVE DELIVERED, 0 - 35% Choice,,,
07/06/2022,MIXED STEER/HEIFER,LIVE DELIVERED,Total all grades,,,
07/06/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
07/06/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
07/06/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
07/06/2022,MIXED STEER/HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
07/06/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,Total all grades,,,
07/06/2022,MIXED STEER/HEIFER,DRESSED FOB,Over 80% Choice,,,
07/06/2022,MIXED STEER/HEIFER,DRESSED FOB,65 - 80% Choice,,,
07/06/2022,MIXED STEER/HEIFER,DRESSED FOB,35 - 65% Choice,,,
07/06/2022,MIXED STEER/HEIFER,DRESSED FOB, 0 - 35% Choice,,,
07/06/2022,MIXED STEER/HEIFER,DRESSED FOB,Total all grades,,,
07/06/2022,ALL BEEF TYPE,LIVE FOB,Total all grades,"37,324","1,288",136.90
07/06/2022,ALL BEEF TYPE,LIVE DELIVERED,Total all grades,154,"1,279",138.00
07/06/2022,ALL BEEF TYPE,DRESSED DELIVERED,Total all grades,,,
07/06/2022,ALL BEEF TYPE,DRESSED FOB,Total all grades,,,
06/07/2022,STEER,LIVE FOB,Over 80% Choice,"3,176","1,373",139.47
06/07/2022,STEER,LIVE FOB,65 - 80% Choice,"17,767","1,343",138.31
06/07/2022,STEER,LIVE FOB,35 - 65% Choice,"3,416","1,327",138.00
06/07/2022,STEER,LIVE FOB, 0 - 35% Choice,,,
06/07/2022,STEER,LIVE FOB,Total all grades,"24,359","1,345",138.42
06/07/2022,STEER,LIVE DELIVERED,Over 80% Choice,37,"1,400",138.00
06/07/2022,STEER,LIVE DELIVERED,65 - 80% Choice,130,"1,386",140.11
06/07/2022,STEER,LIVE DELIVERED,35 - 65% Choice,94,"1,285",136.74
06/07/2022,STEER,LIVE DELIVERED, 0 - 35% Choice,,,
06/07/2022,STEER,LIVE DELIVERED,Total all grades,261,"1,352",138.60
06/07/2022,STEER,DRESSED DELIVERED,Over 80% Choice,,,
06/07/2022,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
06/07/2022,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
06/07/2022,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
06/07/2022,STEER,DRESSED DELIVERED,Total all grades,,,
06/07/2022,STEER,DRESSED FOB,Over 80% Choice,,,
06/07/2022,STEER,DRESSED FOB,65 - 80% Choice,,,
06/07/2022,STEER,DRESSED FOB,35 - 65% Choice,,,
06/07/2022,STEER,DRESSED FOB, 0 - 35% Choice,,,
06/07/2022,STEER,DRESSED FOB,Total all grades,,,
06/07/2022,HEIFER,LIVE FOB,Over 80% Choice,"3,165","1,288",139.07
06/07/2022,HEIFER,LIVE FOB,65 - 80% Choice,"7,070","1,205",137.66
06/07/2022,HEIFER,LIVE FOB,35 - 65% Choice,448,"1,223",138.11
06/07/2022,HEIFER,LIVE FOB, 0 - 35% Choice,,,
06/07/2022,HEIFER,LIVE FOB,Total all grades,"10,683","1,231",138.10
06/07/2022,HEIFER,LIVE DELIVERED,Over 80% Choice,,,
06/07/2022,HEIFER,LIVE DELIVERED,65 - 80% Choice,40,"1,200",139.00
06/07/2022,HEIFER,LIVE DELIVERED,35 - 65% Choice,,,
06/07/2022,HEIFER,LIVE DELIVERED, 0 - 35% Choice,,,
06/07/2022,HEIFER,LIVE DELIVERED,Total all grades,40,"1,200",139.00
06/07/2022,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
06/07/2022,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
06/07/2022,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
06/07/2022,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
06/07/2022,HEIFER,DRESSED DELIVERED,Total all grades,,,
06/07/2022,HEIFER,DRESSED FOB,Over 80% Choice,,,
06/07/2022,HEIFER,DRESSED FOB,65 - 80% Choice,,,
06/07/2022,HEIFER,DRESSED FOB,35 - 65% Choice,,,
06/07/2022,HEIFER,DRESSED FOB, 0 - 35% Choice,,,
06/07/2022,HEIFER,DRESSED FOB,Total all grades,,,
06/07/2022,MIXED STEER/HEIFER,LIVE FOB,Over 80% Choice,"1,381","1,262",139.10
06/07/2022,MIXED STEER/HEIFER,LIVE FOB,65 - 80% Choice,"4,227","1,281",137.81
06/07/2022,MIXED STEER/HEIFER,LIVE FOB,35 - 65% Choice,553,"1,236",135.77
06/07/2022,MIXED STEER/HEIFER,LIVE FOB, 0 - 35% Choice,,,
06/07/2022,MIXED STEER/HEIFER,LIVE FOB,Total all grades,"6,161","1,273",137.92
06/07/2022,MIXED STEER/HEIFER,LIVE DELIVERED,Over 80% Choice,,,
06/07/2022,MIXED STEER/HEIFER,LIVE DELIVERED,65 - 80% Choice,,,
06/07/2022,MIXED STEER/HEIFER,LIVE DELIVERED,35 - 65% Choice,,,
06/07/2022,MIXED STEER/HEIFER,LIVE DELIVERED, 0 - 35% Choice,,,
06/07/2022,MIXED STEER/HEIFER,LIVE DELIVERED,Total all grades,,,
06/07/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
06/07/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
06/07/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
06/07/2022,MIXED STEER/HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
06/07/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,Total all grades,,,
06/07/2022,MIXED STEER/HEIFER,DRESSED FOB,Over 80% Choice,,,
06/07/2022,MIXED STEER/HEIFER,DRESSED FOB,65 - 80% Choice,,,
06/07/2022,MIXED STEER/HEIFER,DRESSED FOB,35 - 65% Choice,,,
06/07/2022,MIXED STEER/HEIFER,DRESSED FOB, 0 - 35% Choice,,,
06/07/2022,MIXED STEER/HEIFER,DRESSED FOB,Total all grades,,,
06/07/2022,ALL BEEF TYPE,LIVE FOB,Total all grades,"41,203","1,304",138.26
06/07/2022,ALL BEEF TYPE,LIVE DELIVERED,Total all grades,301,"1,331",138.65
06/07/2022,ALL BEEF TYPE,DRESSED DELIVERED,Total all grades,,,
06/07/2022,ALL BEEF TYPE,DRESSED FOB,Total all grades,,,
05/04/2022,STEER,LIVE FOB,Over 80% Choice,"3,875","1,434",139.19
05/04/2022,STEER,LIVE FOB,65 - 80% Choice,"15,221","1,373",139.62
05/04/2022,STEER,LIVE FOB,35 - 65% Choice,"4,757","1,303",139.09
05/04/2022,STEER,LIVE FOB, 0 - 35% Choice,,,
05/04/2022,STEER,LIVE FOB,Total all grades,"23,853","1,369",139.44
05/04/2022,STEER,LIVE DELIVERED,Over 80% Choice,,,
05/04/2022,STEER,LIVE DELIVERED,65 - 80% Choice,40,"1,200",141.00
05/04/2022,STEER,LIVE DELIVERED,35 - 65% Choice,,,
05/04/2022,STEER,LIVE DELIVERED, 0 - 35% Choice,,,
05/04/2022,STEER,LIVE DELIVERED,Total all grades,40,"1,200",141.00
05/04/2022,STEER,DRESSED DELIVERED,Over 80% Choice,,,
05/04/2022,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
05/04/2022,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
05/04/2022,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
05/04/2022,STEER,DRESSED DELIVERED,Total all grades,,,
05/04/2022,STEER,DRESSED FOB,Over 80% Choice,,,
05/04/2022,STEER,DRESSED FOB,65 - 80% Choice,,,
05/04/2022,STEER,DRESSED FOB,35 - 65% Choice,,,
05/04/2022,STEER,DRESSED FOB, 0 - 35% Choice,,,
05/04/2022,STEER,DRESSED FOB,Total all grades,,,
05/04/2022,HEIFER,LIVE FOB,Over 80% Choice,"4,321","1,219",139.52
05/04/2022,HEIFER,LIVE FOB,65 - 80% Choice,"6,721","1,215",139.38
05/04/2022,HEIFER,LIVE FOB,35 - 65% Choice,"1,016","1,205",138.85
05/04/2022,HEIFER,LIVE FOB, 0 - 35% Choice,,,
05/04/2022,HEIFER,LIVE FOB,Total all grades,"12,058","1,216",139.38
05/04/2022,HEIFER,LIVE DELIVERED,Over 80% Choice,,,
05/04/2022,HEIFER,LIVE DELIVERED,65 - 80% Choice,,,
05/04/2022,HEIFER,LIVE DELIVERED,35 - 65% Choice,,,
05/04/2022,HEIFER,LIVE DELIVERED, 0 - 35% Choice,,,
05/04/2022,HEIFER,LIVE DELIVERED,Total all grades,,,
05/04/2022,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
05/04/2022,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
05/04/2022,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
05/04/2022,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
05/04/2022,HEIFER,DRESSED DELIVERED,Total all grades,,,
05/04/2022,HEIFER,DRESSED FOB,Over 80% Choice,,,
05/04/2022,HEIFER,DRESSED FOB,65 - 80% Choice,,,
05/04/2022,HEIFER,DRESSED FOB,35 - 65% Choice,,,
05/04/2022,HEIFER,DRESSED FOB, 0 - 35% Choice,,,
05/04/2022,HEIFER,DRESSED FOB,Total all grades,,,
05/04/2022,MIXED STEER/HEIFER,LIVE FOB,Over 80% Choice,"1,157","1,297",139.96
05/04/2022,MIXED STEER/HEIFER,LIVE FOB,65 - 80% Choice,"3,849","1,284",139.26
05/04/2022,MIXED STEER/HEIFER,LIVE FOB,35 - 65% Choice,444,"1,271",139.00
05/04/2022,MIXED STEER/HEIFER,LIVE FOB, 0 - 35% Choice,,,
05/04/2022,MIXED STEER/HEIFER,LIVE FOB,Total all grades,"5,450","1,285",139.39
05/04/2022,MIXED STEER/HEIFER,LIVE DELIVERED,Over 80% Choice,,,
05/04/2022,MIXED STEER/HEIFER,LIVE DELIVERED,65 - 80% Choice,,,
05/04/2022,MIXED STEER/HEIFER,LIVE DELIVERED,35 - 65% Choice,,,
05/04/2022,MIXED STEER/HEIFER,LIVE DELIVERED, 0 - 35% Choice,,,
05/04/2022,MIXED STEER/HEIFER,LIVE DELIVERED,Total all grades,,,
05/04/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
05/04/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
05/04/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
05/04/2022,MIXED STEER/HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
05/04/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,Total all grades,,,
05/04/2022,MIXED STEER/HEIFER,DRESSED FOB,Over 80% Choice,,,
05/04/2022,MIXED STEER/HEIFER,DRESSED FOB,65 - 80% Choice,,,
05/04/2022,MIXED STEER/HEIFER,DRESSED FOB,35 - 65% Choice,,,
05/04/2022,MIXED STEER/HEIFER,DRESSED FOB, 0 - 35% Choice,,,
05/04/2022,MIXED STEER/HEIFER,DRESSED FOB,Total all grades,,,
05/04/2022,ALL BEEF TYPE,LIVE FOB,Total all grades,"41,361","1,313",139.42
05/04/2022,ALL BEEF TYPE,LIVE DELIVERED,Total all grades,40,"1,200",141.00
05/04/2022,ALL BEEF TYPE,DRESSED DELIVERED,Total all grades,,,
05/04/2022,ALL BEEF TYPE,DRESSED FOB,Total all grades,,,
04/06/2022,STEER,LIVE FOB,Over 80% Choice,"3,058","1,460",138.78
04/06/2022,STEER,LIVE FOB,65 - 80% Choice,"14,297","1,399",138.33
04/06/2022,STEER,LIVE FOB,35 - 65% Choice,"3,290","1,338",138.12
04/06/2022,STEER,LIVE FOB, 0 - 35% Choice,,,
04/06/2022,STEER,LIVE FOB,Total all grades,"20,645","1,398",138.36
04/06/2022,STEER,LIVE DELIVERED,Over 80% Choice,,,
04/06/2022,STEER,LIVE DELIVERED,65 - 80% Choice,,,
04/06/2022,STEER,LIVE DELIVERED,35 - 65% Choice,,,
04/06/2022,STEER,LIVE DELIVERED, 0 - 35% Choice,,,
04/06/2022,STEER,LIVE DELIVERED,Total all grades,,,
04/06/2022,STEER,DRESSED DELIVERED,Over 80% Choice,,,
04/06/2022,STEER,DRESSED DELIVERED,65 - 80% Choice,,,
04/06/2022,STEER,DRESSED DELIVERED,35 - 65% Choice,,,
04/06/2022,STEER,DRESSED DELIVERED, 0 - 35% Choice,,,
04/06/2022,STEER,DRESSED DELIVERED,Total all grades,,,
04/06/2022,STEER,DRESSED FOB,Over 80% Choice,,,
04/06/2022,STEER,DRESSED FOB,65 - 80% Choice,,,
04/06/2022,STEER,DRESSED FOB,35 - 65% Choice,,,
04/06/2022,STEER,DRESSED FOB, 0 - 35% Choice,,,
04/06/2022,STEER,DRESSED FOB,Total all grades,,,
04/06/2022,HEIFER,LIVE FOB,Over 80% Choice,"2,536","1,272",138.09
04/06/2022,HEIFER,LIVE FOB,65 - 80% Choice,"6,447","1,249",138.22
04/06/2022,HEIFER,LIVE FOB,35 - 65% Choice,"1,221","1,198",138.36
04/06/2022,HEIFER,LIVE FOB, 0 - 35% Choice,196,"1,100",138.00
04/06/2022,HEIFER,LIVE FOB,Total all grades,"10,400","1,245",138.20
04/06/2022,HEIFER,LIVE DELIVERED,Over 80% Choice,,,
04/06/2022,HEIFER,LIVE DELIVERED,65 - 80% Choice,194,"1,200",138.20
04/06/2022,HEIFER,LIVE DELIVERED,35 - 65% Choice,147,"1,250",136.00
04/06/2022,HEIFER,LIVE DELIVERED, 0 - 35% Choice,,,
04/06/2022,HEIFER,LIVE DELIVERED,Total all grades,341,"1,221",137.25
04/06/2022,HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
04/06/2022,HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
04/06/2022,HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
04/06/2022,HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
04/06/2022,HEIFER,DRESSED DELIVERED,Total all grades,,,
04/06/2022,HEIFER,DRESSED FOB,Over 80% Choice,,,
04/06/2022,HEIFER,DRESSED FOB,65 - 80% Choice,,,
04/06/2022,HEIFER,DRESSED FOB,35 - 65% Choice,,,
04/06/2022,HEIFER,DRESSED FOB, 0 - 35% Choice,,,
04/06/2022,HEIFER,DRESSED FOB,Total all grades,,,
04/06/2022,MIXED STEER/HEIFER,LIVE FOB,Over 80% Choice,"1,097","1,396",138.00
04/06/2022,MIXED STEER/HEIFER,LIVE FOB,65 - 80% Choice,"1,021","1,340",138.29
04/06/2022,MIXED STEER/HEIFER,LIVE FOB,35 - 65% Choice,293,"1,259",138.00
04/06/2022,MIXED STEER/HEIFER,LIVE FOB, 0 - 35% Choice,148,"1,158",137.70
04/06/2022,MIXED STEER/HEIFER,LIVE FOB,Total all grades,"2,559","1,344",138.10
04/06/2022,MIXED STEER/HEIFER,LIVE DELIVERED,Over 80% Choice,,,
04/06/2022,MIXED STEER/HEIFER,LIVE DELIVERED,65 - 80% Choice,20,"1,225",138.00
04/06/2022,MIXED STEER/HEIFER,LIVE DELIVERED,35 - 65% Choice,88,"1,244",136.98
04/06/2022,MIXED STEER/HEIFER,LIVE DELIVERED, 0 - 35% Choice,,,
04/06/2022,MIXED STEER/HEIFER,LIVE DELIVERED,Total all grades,108,"1,240",137.17
04/06/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,Over 80% Choice,,,
04/06/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,65 - 80% Choice,,,
04/06/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,35 - 65% Choice,,,
04/06/2022,MIXED STEER/HEIFER,DRESSED DELIVERED, 0 - 35% Choice,,,
04/06/2022,MIXED STEER/HEIFER,DRESSED DELIVERED,Total all grades,,,
04/06/2022,MIXED STEER/HEIFER,DRESSED FOB,Over 80% Choice,,,
04/06/2022,MIXED STEER/HEIFER,DRESSED FOB,65 - 80% Choice,,,
04/06/2022,MIXED STEER/HEIFER,DRESSED FOB,35 - 65% Choice,,,
04/06/2022,MIXED STEER/HEIFER,DRESSED FOB, 0 - 35% Choice,,,
